"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
16-N093,Contract,"DURHAM COUNTY COUNCIL",Awarded,2017-03-29T13:44:04Z,"Local Government Association Membership Subscription","Local Government Association Membership Scheme Subscription Renewal",,,"North East","79980000 ","Rob Huck",rob.huck@durham.gov.uk,"County Hall",,Durham,"DH1 5UL",England,"03000 265430",,,,,01/04/2017,31/03/2018,30/03/2017,NO,,No,No,No,NotApplicable,85026,85026,29/03/2017,85026,"[Local Government Association|Local Government House
Smith Square 
London
SW1P 3HZ|||No|No]",,01/04/2017,31/03/2018,"NegotiatedWithoutCompetition ",
"CCCC17A34 Transparency",Contract,"Crown Commercial Service",Awarded,2017-04-07T14:27:53Z,"Provision of Consultancy for One Estates Programme","The Government Property Unit (GPU) wishes to contract the Improvement and Development Agency, part of the Local Government Association (LGA), as delivery partner to jointly deliver the One Public Estate programme.

The One Public Estate programme, run jointly by GPU and the LGA, supports collaboration on land and property initiatives at a local level and helps local authorities take a leading role locally on asset management.",,,"Any region","79400000 ","Crown Commercial Service",supplier@crowncommercial.gov.uk,"Floor 9, The Capital Building, Old Hall Street",,Liverpool,"L3 9PP",England,3450103503,https://www.gov.uk/government/organisations/crown-commercial-service,"CCCC17A34 REDACTED Award Letter v1.0.docx CCCC17A34 REDACTD Agreement Annexes - Services v1.0.docx ",,,24/03/2017,31/03/2017,23/03/2017,NO,,Yes,No,No,Services,0,1100000,23/03/2017,1100000,"[IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT|Smith Square SW1P 3HZ London England|||No|No]","Craig Egglestone",24/03/2017,31/03/2017,"Other ",
BIP461979868,Contract,"Improvement and Development Agency (IDeA) for Local Government",Awarded,2020-01-11T12:10:13Z,"LG Inform Plus 2020","The IDeA - a subsidiary of the Local Government Association (LGA) -requires a service provider to deliver hosting, development, content management (including database element), design and content migration services; taxonomy technical support skills and expert project/facilitation capacity to operate, enhance, promote and deliver an online service (LG Inform Plus) to support the local government sector and its partners in information management practices. This programme includes the provision of contextual and performance data served to external applications through a direct data feed and a range of tailored online tools and applications to support small area reporting, managing open linked data publishing,information governance, information sharing standards and specific tools and data sets.",,,"Any region","72000000 ",,ian.carbutt@local.gov.uk,"18 Smith Square","Smith Square",London,"SW1P 3HZ",UK,+447799038403,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=461979868 ",,01/04/2020,31/03/2024,07/01/2020,NO,,Yes,No,No,Services,1200000,,07/01/2020,1200000,"[Porism Ltd|Unit 302
        Bon Marché Centre
        241-251 Ferndale Road
        London
        SW9 8BJ|NONE||No|No]",,01/04/2020,31/03/2024,"Restricted ",
WDH001-DN254952-03008775,Contract,"Bridge Homes (Yorkshire) LLP",Awarded,2017-11-13T12:53:42Z,"Bridge Homes Architectural Services Framework","CPV codes that apply: 71000000 : Architectural, construction, engineering and inspection services and all items below this top level code for example: 71200000 : Architectural and related services                                                                                   
Bridge Homes (Yorkshire) LLP wish to create and enter into a framework arrangement with multiple contractors for the supply of architectural services, further information is available within the procurement process documentation from the Etendering ProContract system . This Architectural Services framework is to support delivery for the next four years.  Appointment to the framework will allow the successful tenderers to undertake Architectural Services on planned and future developments for Bridge Homes.  The appointment process will also identify which Architect from the final framework will be the provider on the Flanshaw development at Springfield Grange, Wakefield.

The framework agreement will be in place for 48 months.  Contracts that are called off under the framework agreement may (where necessary) continue beyond the 48 month term of the framework agreement.  Any of the contracting authorities entitled to access the framework agreement will have the option to agree and award underlying contracts to the appointed contractor at any stage during the term of the framework agreement.  The following contacting authorities will be entitled to agree and award underlying contracts under the proposed framework as and when required:

Bridge Homes (Yorkshire) LLP
Merefield House, Whistler Drive, Castleford, WF10 5HX, 
United Kingdom
Company number OC394414

Wakefield and District Housing Limited,
Merefield House, Whistler Drive, Castleford, WF10 5HX, 
United Kingdom
http://www.wdh.co.uk/
Company number: a registered society under the Co-operative and Community Benefit Societies Act 2014 (No 7530)


WDH Solutions Limited
Merefield House, Whistler Drive, Castleford, WF10 5HX, 
United Kingdom
Company number 05802087

Northern Shared Services Limited
Merefield House, Whistler Drive, Castleford WF10 5HX
United Kingdom
Company number 08466580
Registered Providers as defined by the Housing and Regeneration Act 2008 and who also act as Bodies Governed by Public Law within Regulation 3(w) of the Public Contracts Regulations 2006 SI2006/5 (as amended) and are currently registered on the Register of Providers of Social Housing http://www.homesandcommunities.co.uk/ourwork/registrations-and-de-registrations
and regulated by the Homes and Communities Agency (HCA)
 
Local authorities as defined by the Government on the Gov.UK website Local Council Directory and the Local Government Association website.

http://www.direct.gov.uk/en/Dl1/Directories/Localcouncils/AToZOfLocalCouncils/index.htm

http://www.local.gov.uk/digital-councils/connect/a-z-councils-online",,,"Yorkshire and the Humber","71200000 ","Paul Clarke",procurement@wdh.co.uk,"Merefield House","Whistler Drive",Castleford,"WF10 5HX",England,"+44 1977724493",http://www.wdh.co.uk,,,"Procurement documents can be viewed and available for download at:

Accessed and responded to via the Etendering ProContract system.  Find the opportunity on: 
	https://procontract.due-north.com/Opportunities/Index
",01/11/2017,31/10/2021,26/06/2017,NO,,Yes,No,No,Services,750000,1250000,24/10/2017,1250000,"[P+HS Architects|TS9 7AB|||Yes|No][Self Architects|S11 9AL|||Yes|No][QAD ARCHITECTS LTD.|LS11 6AD|||Yes|No][Spawforths|WF3 2AB|||Yes|No][Darnton EGS Ltd|LS25 5DU|||Yes|No]","Ms Diana Cole",01/11/2017,31/10/2021,"Restricted ",
C1018a,Contract,"LONDON COUNCILS LIMITED",Awarded,2019-06-04T13:58:59Z,"London Leadership Programmme - Development, Management and Facilitation","London Councils represents London's 32 borough councils and the City of London. It is a cross party organisation that works on behalf of all of its member authorities regardless of political persuasion. London Councils makes the case to government, the Mayor and others to get the best deal for Londoners and to ensure that our member authorities have the resources, freedoms and powers to do the best possible job for their residents and local businesses.

The London Leadership Programme (LLP) has been running since the autumn of 2017 and to date 57 senior officers across London have participated with a further 33 scheduled by May 2019. Feedback from all those attending and their sponsors has been very positive. We now wish to extend the programme for two further cohorts in 2019-20.

The LLP was motivated by a recognised need to invest in people who have the ability to perform as collaborative systems leaders in London, and to support London's future leaders to best understand and capitalise on the complex social and organisational systems that will enable the required transformation of public services in London.  

We now invite you to submit a written quotation for the development and delivery of two further cohorts of the LLP on behalf of the LLP Project Board. The Board is chaired by the CEX of Islington and comprises representatives of the Chief Executives London Committee, London Councils and the London HR Directors Network as well as the Local Government Association. 

The finances associated with the LLP are administered through London Councils both in terms of fee income and expenditure as well as the grant received from the LGA. The contract for this commission will be with London Councils on behalf of the LLP Project Board.",,,London,"80510000 80520000 ","Richard Merrington",Richard.merrington@londoncouncils.gov.uk,"London Councils","59½ Southwark Street",LONDON,SE10AL,England,"020 7934 9722",,"181019 ITT LLP Cohorts 3-4_FINAL.doc 181019 App B Tender Submission Doc LLP Cohorts 3-4_FINAL.doc 181019 App C LLP Cohort 2 Leaflet.pdf Query Log - London Leadership Programme 15-11-18.docx ",,"£25,000 is the minimum we advertise on contracts finder and not the minimum anticipated contract value.",02/01/2019,29/05/2020,23/11/2018,YES,C1018a,Yes,No,No,Services,25000,160000,14/05/2019,133900,"[Andrew Templeman Limited|53 Hydethorpe Road
London
SW120JE|COMPANIES_HOUSE|08149219|No|No]",,15/05/2019,29/05/2020,"OpenNonOJEU ",
CCCC19A68.,Contract,"Cabinet Office : Cabinet Office",Awarded,2020-01-23T08:03:00Z,"One Public Estate Programme Managed Service","Contract between the Office of Government Property and the Local Government Association to deliver the One Public Estate programme.",,,"Any region","71241000 ","Crown Commercial Service on behalf of Cabinet Office : Cabinet Office",supplier@crowncommercial.gov.uk,"Floor 9, The Capital Building, Old Hall Street",,Liverpool,"L3 9PP",England,3450103503,https://www.gov.uk/government/organisations/crown-commercial-service,"CCCC19A68 - Award Letter v2.0 Redacted.pdf CCCC19A68 - Contract Redacted.pdf ",,,01/04/2019,31/03/2022,31/03/2019,NO,,No,No,No,Services,3870000,,31/03/2019,3870000,"[IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT|Smith Square SW1P 3HZ London England|NONE||Yes|No]","Ellen Vernon",01/04/2019,31/03/2022,"SingleTenderActionNonOJEU ",
HULLCC001-DN217015-58756998,Contract,"Hull City Council",Awarded,2017-08-01T09:05:02Z,"Healthwatch Hull","Hull City Council invites qualified and interested suppliers to tender for the provision of a contract to secure a revised Local Healthwatch Offer in Hull, including the Independent Complaints and Advocacy Service (ICAS) - as required by law under the Health and Social Care Act, 2012. The Authority proposes to enter into a Contract for a maximum period of two years with the successful Tenderer (Service Provider), with an option to extend for a period or periods of up to a maximum of 12 months. Such extension will be at the discretion of the Council and subject to satisfactory performance. The anticipated service commencement date is 4 September 2017. The local Healthwatch enables patients, children and families, adult social care adults and wider public to have a local voice when accessing and experiencing health and social care services, for example GP practices, Hospital and care home settings. A new Service Specification has been developed as part of this new Tender, setting out the service requirements, including ensuring that the Local Healthwatch and ICAS services are accessible to all people across Hull, while meeting local needs and national expectations. There are seven statutory functions under the guidance from the Department of Health (DOH) and Local Government Association (LGA), relating to Healthwatch and ICAS, they are: Function 1 - Gathering views and understanding the experiences of people who use services, carers and the wider community. Function 2 - Making people's views known, including undertaking a level of Enter and View each year as set out within the service specification. Function 3 - Promoting and supporting the involvement of people in the commissioning and provision of local care services and how they are scrutinised. Function 4 - Recommending investigation or special reviews of services via Healthwatch England / Care Quality Commission (CQC). Function 5 - Providing advice and information about access to services and support for making informed choices. Function 6 - Making the views and experiences of people known to Healthwatch England and providing a steer to help it carry out its role as national champion. Function 7 - NHS Complaints Advocacy. The value of the new contract within the funding available through the DOH Local Reform and Community Voices grant 2017/18 would be a maximum of £166,385. Details of current expenditure or potential future uptake are given in good faith as a guide to past purchasing and current planning to assist you in submitting your Tender. They should not be interpreted as an undertaking to purchase any goods or services to any particular value and do not form part of the Contract. The Authority encourages consortia to deliver the contract for in order to provide value for money and the added value partnership working can bring. Under this contract the Supplier will be required to actively contribute to the achievement of social objectives. These include: skills development; employment an",,,"Yorkshire and the Humber","85300000 85100000 ","Peter Allen",peter.allen@hullcc.gov.uk,"Room 94, The Guildhall","Alfred Gelder Street",Hull,"HU1 2AA",England,"+44 1482613291",http://www.hullcc.gov.uk,,"https://procontract.due-north.com/Advert?advertId=700e4653-0a37-e711-80e0-005056b64545 ",,04/09/2017,03/09/2019,02/06/2017,NO,,Yes,Yes,No,Services,332770,332770,31/07/2017,332770,"[North Bank Forum|HU3 2LL|||Yes|Yes]","Ms Pippa Robson",04/09/2017,03/09/2019,"Open ",
MRTN001-DN461856-41057063,Contract,"London Borough of Merton",Awarded,2020-04-08T14:31:39Z,"Air Quality Behavioural Insights","This notice is for the awarded contract for Specialist consultancy services to design, implement and evaluate behavioural insights trial aiming to reduce driver idling around schools.  
This is being supported by a grant from the Local Government Association (LGA) Behavioural Insights Programme, which aims to develop an evidence base of insights to share across local government nationally. 

There are a number of Council initiatives that are tackling the challenge of poor air quality and this project will look to align with these. These include the London anti-idling campaign, Healthy Streets and PHE Superzones, of which Merton is a pilot site. 
",,,London,"71620000 73210000 ",,commercial.services@merton.gov.uk,"Civic Centre","London Rd",Morden,"SM4 5DX",England,,http://www.merton.gov.uk/,,,,31/03/2020,30/03/2021,20/02/2020,NO,,Yes,No,No,Services,40000,,28/02/2020,39475,"[Behavioural Insights Ltd|sw1H 9NP|NONE||Yes|No]",,31/03/2020,30/03/2021,"Other ",
"Bravo Project 2583",Contract,"Public Health England",Awarded,2016-02-01T16:06:21Z,"English HIV and Sexual Health Commissioners Group","This service is commissioned to support a strategic forum to bring together those with commissioning responsibility for sexual health, reproductive health and HIV services, to facilitate improved population and patient level outcomes in sexual health and HIV in England.   

The Group links with the Public Health England, Department of Health, NHS England, the Association of Directors of Public Health and Local Government Association. These links help ensure the experience of sexual health, reproductive health and HIV commissioners is influencing the commissioning landscape. Through effective networking, commissioners are supported in their role of improving population and patient level outcomes in sexual health and HIV in their local area. 

Public Health England, as the commissioner holds a non-voting honorary position on the executive of the group and enables the English HIV and Sexual Health Commissioners Group (EHSHCG) to operate.",,,"Any region","85140000 ","Tim Purchase",tim.purchase@phe.gov.uk,"Manor Farm Road","Porton Down",Salisbury,"SP4 0JG",England,"01980 612 648",,,,,15/01/2016,31/03/2018,15/01/2016,NO,,No,No,No,Services,0,,15/01/2016,21500,"[National AIDS Trust (NAT)|New City Cloisters
196 Old Street
London
EC1V 9FR|||No|No]",,15/01/2016,31/03/2018," ",
SOUTHWARK-DN290190-21216363,Contract,"London Borough of Southwark",Awarded,2019-08-15T14:25:45Z,"Southwark Solicitors' Framework","The London Borough of Southwark has established a Framework for solicitors services for a period of 4 yearscommencing on 24th September 2018 at an estimated cost for Southwark of £9 million during the 4 yearperiod and an overall cost of £18-25 million including spend within this Framework from other participatingorganisations.
The framework is open to the following:
All London local authorities, details of which can be obtained from this link (http://www.londoncouncils.gov.uk/);
Companies wholly owned by London local authorities;
CCGs in the London area, details of which can be obtained from this link (https://www.england.nhs.uk/london/ccg-trust/);
London Fire Brigade (www.london-fire.gov.uk/);
London Councils; and
Local Government Association (https://www.local.gov.uk/)",,,London,"79100000 ","Clara Diala",clara.diala@southwark.gov.uk,"Southwark Council","160 Tooley Street",London,"SE1 2QH",England,,https://www.southwark.gov.uk,,"https://procontract.due-north.com/Advert?advertId=41a383e5-8fb6-e711-80e6-005056b64545 ",,24/09/2018,23/09/2022,09/03/2018,NO,,Yes,No,No,Services,18000000,25000000,04/09/2018,25000000,"[Dentons UK and Middle East LLP|EC4M 7WS|NONE||No|No][Bevan Brittan LLP|BS2 0HQ|NONE||No|No][Trowers & Hamlins LLP|EC1Y 8YZ|NONE||No|No][Clyde & Co|EC3A 7AR|NONE||No|No][Sharpe Pritchard|WC1X 0BJ|NONE||Yes|No][judge and priestley|br1 1jn|NONE||Yes|No][Womble Bond Dickinson (UK) LLP|SE1 2AU|NONE||No|No][DWF LLP|M3 3AA|NONE||No|Yes][Ashfords|EX1 3LH|NONE||No|No][Paris Smith LLP|SO15 2AE|NONE||Yes|No][Browne Jacobson LLP|NG2 1BJ|NONE||No|No][Michelmores LLP|EX2 5WR|NONE||No|No][Devonshires Solicitors|EC2M 7DT|NONE||Yes|No][Ward Hadaway|NE1 3DX|NONE||No|No]","Miss Melanie Blanchard",24/09/2018,23/09/2022,"Open ",
BIP304283323,Contract,"Improvement and Development Agency (IDeA)",Awarded,2018-02-26T11:03:50Z,"LG Inform 2017","LG Inform is the Local Government Associations on-line data and benchmarking service which presents local authorities and fire and rescue services (FRS) with up to date published data about their local area and the performance of their council or FRS. The majority of this data is also available to be viewed by the public. The LG inform service provides a simple user interface (website) to interrogate over 4,000 data items covering +400 organisations. Users can search for information or produce standard or, when registered, bespoke reports that can easily be accessed and shared by many.",,,London,"72000000 ",,lginform@local.gov.uk,"Local Government House.","Smith Square",London,"SW1P 3HZ",UK,,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=304283323 ",,01/04/2018,31/03/2022,01/01/2018,NO,,Yes,No,No,Services,1200000,,01/01/2018,1200000,"[Porism Limited|Bon Marché Centre
        241 - 251 Ferndale Road
        London|NONE||No|No]",,01/04/2018,31/03/2022,"Restricted ",
NELINCS001-DN319650-74392867,Contract,"North East Lincolnshire Council",Awarded,2018-02-27T15:13:57Z,"'Stay Ahead' - Increasing Early Diagnosis of Cancers in Targeted Communities","The Authority has been awarded grant funding by the Local Government Association and IDEA to carry out a behavioural insights project to address late presentation of cancer in two target wards. Behavioural insights will be used to increase understanding of why people do not respond to existing national and local messages inviting them to cancer screening or informing them about the 'red line' early symptoms of cancer. The project will see the development of a measurable intervention to increase cancer screening rates and the presentation of cancer at an earlier stage.",,,"Yorkshire and the Humber","73000000 79000000 ","Eve Ramsay",Eve.Ramsay@nlbusinessconnect.co.uk,"Municipal Offices","Town Hall Square",Grimsby,"DN31 1HU","United Kingdom","+44 1472324153",http://www.nelincs.gov.uk/,,,,27/02/2018,28/02/2019,20/02/2018,NO,,No,No,No,Services,50000,50000,26/02/2018,47785,"[Behavioural Insights Ltd|Behavioural Insights Team
 4 Matthew Parker Street
 London
 SW1H 9NP|NONE||No|No]",,27/02/2018,28/02/2019,"Open ",
KIRKC001-DN446657-72733975,Contract,"Kirklees Council",Awarded,2020-01-07T00:00:00Z,"KMCIRS-119 Housing Adviser's Programme","Please visit www.YORtender.co.uk to access the procurement documentation and apply for this opportunity.  

This commission is for specialist advice in relation to custom and self-build, following a successful funding bid by the Council to the Local Government Association Housing Advisers' Programme. 

The contract is for a period of 7 months only, commencing on the 6th January 2020, and terminating on or before the 31st July 2020.

The overall aim of this commission is to enable the initial delivery phase of the Council's Custom & Self Build (C&SB) scheme, in response to register demand. The scheme will support our primary aim, which is to deliver housing growth that reflects the needs of Kirklees' unique and diverse district.
",,,"Yorkshire and the Humber","70333000 75123000 ",,procurement@kirklees.gov.uk,"3rd Floor Civic Centre 1","High Street",Huddersfield,"HD1 2NF","United Kingdom","+44 1484221000",http://www.kirklees.gov.uk,,,,06/01/2020,31/07/2020,28/11/2019,NO,,Yes,No,No,Services,25000,25000,23/12/2019,25000,"[Three-Dragons|NG2 5EA|NONE||Yes|No]","Ms Laura Easton",06/01/2020,31/07/2020,"Open ",
