"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
P107984,Contract,"MET OFFICE",Awarded,2020-06-24T16:17:28Z,"IT Support","Contract called off from Government framework RM3733.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,27/03/2020,30/04/2020,26/03/2020,NO,,Yes,No,No,Services,22000,,26/03/2020,22000,"[COMPUTACENTER UK LTD|HATFIELD AVENUE 
HATFIELD 
HERTS 
AL109TW|NONE_OTHER||No|No]",,27/03/2020,30/04/2020,"CallOffFromFrameworkAgreement ",
P107998,Contract,"MET OFFICE",Awarded,2020-06-24T16:13:30Z,"Security Services","Contract awarded following further competition under Government framework RM6089.",,,"South West","79710000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,02/04/2020,31/03/2021,01/04/2020,NO,,Yes,No,No,Services,256000,,01/04/2020,256000,"[MITIE SECURITY LTD|SECURITY HOUSE 
20 MILBURN AVENUE 
OLDBROOK 
MILTON KEYNES 
MK6 2WX|COMPANIES_HOUSE|1013210|No|No]",,02/04/2020,31/03/2021,"CallOffFromFrameworkAgreement ",
P107974,Contract,"MET OFFICE",Awarded,2020-06-24T16:08:22Z,"IT Cloud Services","Contract called off from Government Framework RM1557.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,25/03/2020,01/04/2021,24/03/2020,NO,,Yes,No,No,Services,42660,,24/03/2020,42660,"[CLOUDREACH EUROPE LIMITED|FINANCE TEAM 
77 MONTGOMERY STREET 
EDINBURGH
EH7 5HZ|COMPANIES_HOUSE|06975407|Yes|No]",,25/03/2020,01/04/2021,"CallOffFromFrameworkAgreement ",
P107676,Contract,"MET OFFICE",Awarded,2020-06-24T16:02:05Z,"IT Implementation Services","Contract called off from Government Framework RM1557.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,12/02/2020,28/02/2020,11/02/2020,NO,,Yes,No,No,Services,31000,,11/02/2020,31000,"[SOFTCAT LTD|THAMES INDUSTRIAL ESTATE
FIELDHOUSE LANE 
MARLOW 
BUCKS 
SL7 1LW|COMPANIES_HOUSE|02174990|Yes|No]",,12/02/2020,28/02/2020,"CallOffFromFrameworkAgreement ",
P107997,Contract,"MET OFFICE",Awarded,2020-06-24T15:56:52Z,"Software Licences","Contract called off from Government framework G-Cloud 11.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,31/03/2020,26/03/2021,30/03/2020,NO,,Yes,No,No,Services,29600,,30/03/2020,29600,"[DXC TECHNOLOGY|ENTSERV UK LTD
ROYAL PAVILION
ALDERSHOT
GU11 1PZ|COMPANIES_HOUSE|00053419|No|No]",,31/03/2020,26/03/2021,"CallOffFromFrameworkAgreement ",
P107844,Contract,"MET OFFICE",Awarded,2020-06-24T15:52:51Z,"Software Support and Maintenance","Software support and maintenance.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,06/03/2020,28/02/2023,05/03/2020,NO,,Yes,No,No,Services,153000,,05/03/2020,153000,"[SNOWFLAKE SOFTWARE LTD|ALLEYN HOUSE 
23-27 CARLTON CRESCENT 
SOUTHAMPTON 
SO15 2EU|COMPANIES_HOUSE|4294244|Yes|No]",,06/03/2020,28/02/2023,"SingleTenderActionNonOJEU ",
P107855,Contract,"MET OFFICE",Awarded,2020-06-24T15:29:00Z,"IT Hardware","Contract called off from Government framework RM1045.",,,"South West","32250000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,07/03/2020,13/03/2020,06/03/2020,NO,,Yes,No,No,Services,25450,,06/03/2020,25450,"[TELEFONICA O2 UK LIMITED|260 BATH ROAD 
SLOUGH 
BERKSHIRE 
SL1 4DX|COMPANIES_HOUSE|1743099|No|No]",,07/03/2020,13/03/2020,"CallOffFromFrameworkAgreement ",
P107883,Contract,"MET OFFICE",Awarded,2020-06-24T15:21:41Z,"IT Hardware","Contract called off from Government Framework RM3733.",,,"South West","30200000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,04/03/2020,27/03/2020,03/03/2020,NO,,Yes,No,No,Products,22200,,03/03/2020,22200,"[COMPUTACENTER UK LTD|HATFIELD AVENUE 
HATFIELD 
HERTS
AL10 9TW|COMPANIES_HOUSE|1584718|No|No]",,04/03/2020,27/03/2020,"CallOffFromFrameworkAgreement ",
P107822,Contract,"MET OFFICE",Awarded,2020-06-23T16:43:33Z,"Software development services","Contract awarded following further competition under RM1043 - DOS2.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,03/03/2020,14/04/2020,02/03/2020,NO,,Yes,No,No,Services,101200,,02/03/2020,101200,"[CACI LTD|CITY POINT
TEMPLE GATE
BRISTOL
BS1 6PL|COMPANIES_HOUSE|05725549|Yes|No]",,03/03/2020,14/04/2020,"CallOffFromFrameworkAgreement ",
P107977,Contract,"MET OFFICE",Awarded,2020-06-23T16:33:22Z,"Software Licence","Software licence to support existing system.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,26/03/2020,31/03/2023,25/03/2020,NO,,Yes,No,No,Services,31000,,25/03/2020,31000,"[SECTIGO LTD|OFFICE VILLAGE
EXCHANGE QUAY
SALFORD
MANCHESTER
M5 3EQ|COMPANIES_HOUSE|04058690|No|No]",,26/03/2020,31/03/2023,"SingleTenderActionNonOJEU ",
P107985,Contract,"MET OFFICE",Awarded,2020-06-23T16:26:20Z,"Software Licences","Contract called off from Government Framework RM3733.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,27/03/2020,31/03/2021,26/03/2020,NO,,Yes,No,No,Services,13442,,26/03/2020,13400,"[SOFTWARE BOX LIMITED|EAST MOOR HOUSE
GREEN PARK BUSINESS CENTRE
GOOSE LANE 
SUTTON ON THE FOREST, YORK
YO61 1ET|COMPANIES_HOUSE|2109168|Yes|No]",,27/03/2020,31/03/2021,"CallOffFromFrameworkAgreement ",
P107881,Contract,"MET OFFICE",Awarded,2020-06-23T16:22:54Z,"IT Hardware","IT Hardware.",,,"South West","30200000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,12/03/2020,31/03/2020,11/03/2020,NO,,Yes,No,No,Products,14000,,11/03/2020,14000,"[HEWLETT PACKARD LTDC|CAIN ROAD 
BRACKNELL 
RG12 1HN|COMPANIES_HOUSE|690597|No|No]",,12/03/2020,31/03/2020,"SingleTenderActionNonOJEU ",
P107957,Contract,"MET OFFICE",Awarded,2020-06-23T14:21:32Z,"IT Implementation Services","Contract called off from Government Framework DOS4.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,24/03/2020,30/06/2020,23/03/2020,NO,,Yes,No,No,Services,88000,,23/03/2020,88000,"[ROWE IT LTD|SYMONA 
STATION ROAD 
LISKEARD
CORNWALL
PL144BY|COMPANIES_HOUSE|06483308|Yes|No]",,24/03/2020,30/06/2020,"CallOffFromFrameworkAgreement ",
P107999,Contract,"MET OFFICE",Awarded,2020-06-23T14:13:18Z,"Software Licence","Contract called off from Government framework G-Cloud 11.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,01/04/2020,01/04/2022,31/03/2020,NO,,Yes,No,No,Services,45144,,31/03/2020,45144,"[HUT 6 SECURITY LIMITED|PLATFORM 
11 DEVON PLACE
NEWPORT
NP20 4NW|NONE_OTHER||Yes|No]",,01/04/2020,01/04/2022,"CallOffFromFrameworkAgreement ",
P107882,Contract,"MET OFFICE",Awarded,2020-06-23T14:07:38Z,"Software licences","Software licences for existing system.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,12/03/2020,31/03/2021,11/03/2020,NO,,Yes,No,No,Services,25999,,11/03/2020,25999,"[DYNATRACE LTD|QUANTUM
60 NORDEN ROAD
MAIDENHEAD
SL6 4AY|COMPANIES_HOUSE|1522537|Yes|No]",,12/03/2020,31/03/2021,"SingleTenderActionNonOJEU ",
P107955,Contract,"MET OFFICE",Awarded,2020-06-23T13:58:10Z,"Equipment repair and maintenance","Repair and maintenance of meteorological equipment.",,,"South West","50000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,21/03/2020,17/04/2020,20/03/2020,NO,,Yes,No,No,Services,10500,,20/03/2020,10500,"[GOLDISC LIMITED|39 WOODRUFF AVENUE
HOVE
EAST SUSSEX
BN3 6PH|COMPANIES_HOUSE|4597930|Yes|No]",,21/03/2020,17/04/2020,"SingleTenderActionNonOJEU ",
P107885,Contract,"MET OFFICE",Awarded,2020-06-23T13:50:04Z,"Software Licence","Software Licence.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,12/03/2020,31/03/2021,11/03/2020,NO,,Yes,No,No,Services,13000,,11/03/2020,13270,"[CENTERPRISE INTERNATIONAL|HAMPSHIRE INTERNATIONAL BUSINESS PARK 
LIME TREE WAY 
CHINEHAM
BASINGSTOKE 
RG24 8GQ|COMPANIES_HOUSE|1738519|Yes|No]",,12/03/2020,31/03/2021,"SingleTenderActionNonOJEU ",
P107950,Contract,"MET OFFICE",Awarded,2020-06-23T13:44:05Z,"IT Hardware","Contract called off from Government framework RM3733.",,,"South West","30200000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,21/03/2020,31/03/2020,20/03/2020,NO,,Yes,No,No,Products,16481,,20/03/2020,16481,"[SOFTWARE BOX LIMITED|EAST MOOR HOUSE 
GREEN PARK BUSINESS CENTRE
GOOSE LANE 
SUTTON ON THE FOREST, YORK 
YO61 1ET|COMPANIES_HOUSE|2109168|Yes|No]",,21/03/2020,31/03/2020,"CallOffFromFrameworkAgreement ",
P107735,Contract,"MET OFFICE",Awarded,2020-06-23T13:37:49Z,"Meteorological Equipment","Meteorological equipment for deployment in existing network.",,,"South West","38100000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,21/02/2020,31/03/2020,20/02/2020,NO,,Yes,No,No,Products,125000,,20/02/2020,125000,"[PLANET OCEAN LTD|UNIT 8, CAMBERLEY BUSINESS CENTRE
BRACEBRIDGE 
CAMBERLEY
SURREY
GU15 3DP|COMPANIES_HOUSE|4831755|Yes|No]",,21/02/2020,31/03/2020,"SingleTenderActionNonOJEU ",
P107890,Contract,"MET OFFICE",Awarded,2020-06-22T17:14:28Z,"Meteorological Equipment","Contract awarded following competitive quotation exercise.",,,"South West","38100000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,13/03/2020,26/03/2020,12/03/2020,NO,,Yes,No,No,Products,15606,,12/03/2020,15606,"[BOWERS GROUP|UNIT 3
ALBANY COURT
ALBANY PARK 
CAMBERLEY 
GU16 7QR|COMPANIES_HOUSE|2437365|Yes|No]",,13/03/2020,26/03/2020,"CompetitiveQuotationNonOJEU ",
P107823,Contract,"MET OFFICE",Awarded,2020-06-22T16:56:45Z,"Charging Infrastructure","Electric vehicle charging infrastructure and services.",,,"South West","51100000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,04/03/2020,02/06/2023,03/03/2020,NO,,Yes,No,No,Services,12925,,03/03/2020,12925,"[PODPOINT|DISCOVERY HOUSE 
28-42 BANNER STREET 
LONDON
EC1Y 8QE|COMPANIES_HOUSE|06851754|Yes|No]",,04/03/2020,02/06/2023,"SingleTenderActionNonOJEU ",
P107934,Contract,"MET OFFICE",Awarded,2020-06-22T16:47:01Z,"IT Services","Contract called off from Government Framework G-Cloud 10.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,19/03/2020,31/05/2020,18/03/2020,NO,,Yes,No,No,Services,47600,,18/03/2020,47600,"[BJSS LIMITED|GROUND FLOOR 
1 WHITEHALL QUAY 
LEEDS
LS1 4HR|COMPANIES_HOUSE|2777575|No|No]",,19/03/2020,31/05/2020,"CallOffFromFrameworkAgreement ",
P107979,Contract,"MET OFFICE",Awarded,2020-06-22T16:31:38Z,"Software Licences","Software licences and implementation services for existing network.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,27/03/2020,31/03/2023,26/03/2020,NO,,Yes,No,No,Services,61000,,26/03/2020,61000,"[ESRI (UK) LTD|MILLENIUM HOUSE
65 WALTON STREET 
AYLESBURY 
BUCKINGHAMSHIRE
HP21 7QC|COMPANIES_HOUSE|1288342|No|No]",,27/03/2020,31/03/2023,"SingleTenderActionNonOJEU ",
P107875,Contract,"MET OFFICE",Awarded,2020-06-18T16:30:09Z,"IT Hardware","Contract called off from Government Framework RM3733.",,,"South West","30200000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,11/03/2020,17/03/2020,10/03/2020,NO,,Yes,No,No,Products,16700,,10/03/2020,16798,"[SOFTWARE BOX LIMITED|EAST MOOR HOUSE 
GREEN PARK BUSINESS PARK 
GOOSE LANE 
SUTTON ON THE FOREST, YORK
YO61 1ET|COMPANIES_HOUSE|2109168|Yes|No]",,11/03/2020,17/03/2020,"CallOffFromFrameworkAgreement ",
P107859,Contract,"MET OFFICE",Awarded,2020-06-18T16:24:41Z,"Borehole maintenance services","Borehole enhancement services.",,,"South West","71315000 71420000 71800000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,07/03/2020,27/05/2020,06/03/2020,NO,,Yes,No,No,Works,85020,,06/03/2020,85020,"[OCMIS LTD|HIGHER BURROW
KINGSBURY EPISCOPI 
MARTOCK
SOMERSET
TA12 6BU|COMPANIES_HOUSE|1848329|Yes|No]",,07/03/2020,27/05/2020,"OpenOJEU ",
P107490,Contract,"MET OFFICE",Awarded,2020-06-18T15:53:43Z,"Software Licences","Software Licences.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,09/01/2020,30/06/2020,08/01/2020,NO,,Yes,No,No,Services,18380,,08/01/2020,18380,"[URBAN AIRSHIP INC|1417 NW EVERETT STREET
SUITE 300 
PORTLAND
OR97209|NONE_OTHER||No|No]",,09/01/2020,30/06/2020,"SingleTenderActionNonOJEU ",
P107799,Contract,"MET OFFICE",Awarded,2020-06-15T17:13:15Z,"Telecommunications Services","Telecommunications Services",,,"South West","64200000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,28/02/2020,31/05/2023,27/02/2020,NO,,Yes,No,No,Services,11000,,27/02/2020,11000,"[PRIMETECH UK LTD|2 TRAVAIL BUSINESS PARK 
NORMANDY WAY
BODMIN
CORNWALL
PL31 1EU|COMPANIES_HOUSE|03541057|Yes|No]",,28/02/2020,31/05/2023,"SingleTenderActionNonOJEU ",
P107808,Contract,"MET OFFICE",Awarded,2020-06-15T16:51:15Z,"Grounds Maintenance Services","Grounds maintenance services at outstations.",,,"South West","77314000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,01/03/2020,31/03/2021,28/02/2020,NO,,Yes,No,No,Services,24500,,28/02/2020,24500,"[A & J GARDEN SERVICES LTD|UNIT 4
EDWARD STREET 
DARLINGTON
DL1 2UP|COMPANIES_HOUSE|08269802|Yes|No]",,01/03/2020,31/03/2021,"SingleTenderActionNonOJEU ",
P107644,Contract,"MET OFFICE",Awarded,2020-06-15T16:42:18Z,"Training Services","Training services.",,,"South West","80500000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,06/02/2020,31/03/2020,05/02/2020,NO,,Yes,No,No,Services,12000,,05/02/2020,12000,"[INSTITUTE OF DIRECTORS|116 PALL MALL 
LONDON
SW1Y 5ED|NONE_OTHER||Yes|No]",,06/02/2020,31/03/2020,"SingleTenderActionNonOJEU ",
P107787,Contract,"MET OFFICE",Awarded,2020-06-15T16:31:39Z,"Scientific Training","Contract awarded following competitive quotation exercise.",,,"South West","80500000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,28/02/2020,22/05/2020,27/02/2020,NO,,Yes,No,No,Services,28125,,27/02/2020,28125,"[JB INTERNATIONAL TRAINING LTD|1345 HIGH ROAD
WHETSTONE
LONDON
N20 9HR|COMPANIES_HOUSE|08458005|Yes|No]",,28/02/2020,22/05/2020,"CompetitiveQuotationNonOJEU ",
P107750,Contract,"MET OFFICE",Awarded,2020-06-15T14:52:56Z,"Grounds Maintenance Services","Grounds maintenance services at outstations.",,,"South West","77314000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,25/02/2020,31/03/2021,24/02/2020,NO,,Yes,No,No,Services,10094,,24/02/2020,10094,"[D J DAVIES|D J DAVIES|NONE_OTHER||Yes|No]",,25/02/2020,31/03/2021,"SingleTenderActionNonOJEU ",
P107779,Contract,"MET OFFICE",Awarded,2020-06-15T14:47:52Z,"IT Services","Contract called off from Government framework G-Cloud10.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,27/02/2020,30/06/2020,26/02/2020,NO,,Yes,No,No,Services,113000,,26/02/2020,113000,"[BJSS LIMITED|GROUND FLOOR 
1 WHITEHALL QUAY
LEEDS
LS1 4HR|COMPANIES_HOUSE|2777575|No|No]",,27/02/2020,30/06/2020,"CallOffFromFrameworkAgreement ",
P107772,Contract,"MET OFFICE",Awarded,2020-06-15T14:40:42Z,"Media Licence Services","Media licence services.",,,"South West","79342000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,27/02/2020,25/02/2021,26/02/2020,NO,,Yes,No,No,Services,24500,,26/02/2020,24500,"[NLA MEDIA ACCESS LTD|MOUNT PLEASANT HOUSE
LONSDALE GARDENS 
TUNBRIDGE WELLS
KENT
TN1 1HJ|COMPANIES_HOUSE|3003569|Yes|No]",,27/02/2020,25/02/2021,"SingleTenderActionNonOJEU ",
P107763,Contract,"MET OFFICE",Awarded,2020-06-15T14:22:45Z,"IT Cloud Services","Contract called off from Government framework G-Cloud 11 - RM1557.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,26/02/2020,31/05/2020,25/02/2020,NO,,Yes,No,No,Services,67500,,25/02/2020,67500,"[ROWE IT LTD|SYMONA 
STATION RD
LISKEARD 
PL144BY|NONE_OTHER||Yes|No]",,26/02/2020,31/05/2020,"CallOffFromFrameworkAgreement ",
P107713,Contract,"MET OFFICE",Awarded,2020-06-15T14:03:33Z,"IT Services","Contract called off from Government framework DOS2.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,19/02/2020,08/05/2020,18/02/2020,NO,,Yes,No,No,Services,160500,,18/02/2020,160500,"[CACI LTD|CITY POINT 
TEMPLE GATE 
BRISTOL 
BS1 6PL|COMPANIES_HOUSE|05725549|Yes|No]",,19/02/2020,08/05/2020,"CallOffFromFrameworkAgreement ",
P107753,Contract,"MET OFFICE",Awarded,2020-06-15T13:52:35Z,"Grounds Maintenance Services","Grounds maintenance services at outstations.",,,"South West","77314000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,25/02/2020,31/03/2021,24/02/2020,NO,,No,Yes,No,Services,14335,,24/02/2020,14335,"[CAMERON LANDSCAPES LTD|BALLYLESSON ROAD
BELFAST 
BT8 8JU|NONE_OTHER||Yes|No]",,25/02/2020,31/03/2021,"SingleTenderActionNonOJEU ",
P107755,Contract,"MET OFFICE",Awarded,2020-06-15T13:39:31Z,"Property Maintenance Services","Property maintenance services at outstations.",,,"South West","90910000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,25/02/2020,31/03/2021,24/02/2020,NO,,Yes,No,No,Services,16525,,24/02/2020,16525,"[FUTURE CLEANING SERVICES LTD|TRENANT INDUSTRIAL ESTATE
PALMERS WAY
WADEBRIDGE 
CORNWALL 
PL27 6HB|COMPANIES_HOUSE|03822106|Yes|No]",,25/02/2020,31/03/2021,"SingleTenderActionNonOJEU ",
P107642,Contract,"MET OFFICE",Awarded,2020-06-15T13:24:54Z,"IT Cloud Services","Contract called off from Government framework RM3733.",,,"South West","72000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,06/02/2020,30/01/2021,05/02/2020,NO,,Yes,No,No,Services,62605,,05/02/2020,62605,"[SOFTWAREONE|HARTFIELD ROAD
WIMBLEDON
SW19 3RQ|COMPANIES_HOUSE|06629601|Yes|No]",,06/02/2020,30/01/2021,"CallOffFromFrameworkAgreement ",
P107761,Contract,"MET OFFICE",Awarded,2020-06-15T13:21:24Z,"Grounds Maintenance Services","Grounds maintenance services at outstations.",,,"South West","77314000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,26/02/2020,31/03/2021,25/02/2020,NO,,Yes,No,No,Services,36255,,25/02/2020,36255,"[COUNTRYWIDE GROUNDS MAINTENANCE LTD|COUNTRYWIDE HOUSE
OAK GREEN
EARL ROAD
CHEADLE HULME
CHESHIRE
SK8 6QL|COMPANIES_HOUSE|02798007|Yes|No]",,26/02/2020,31/03/2021,"SingleTenderActionNonOJEU ",
P107777,Contract,"MET OFFICE",Awarded,2020-06-15T13:15:51Z,"Grounds maintenance services","Grounds maintenance services at outstations.",,,"South West","77314000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,27/02/2020,31/03/2021,26/02/2020,NO,,Yes,No,No,Services,23696,,26/02/2020,23696,"[D J GRANGER GROUNDS MAINTENANCE|79 OLD HALE WAY
HITCHIN
HERTFORDSHIRE
SG5 1XR|NONE_OTHER||Yes|No]",,27/02/2020,31/03/2021,"SingleTenderActionNonOJEU ",
P107690,Contract,"MET OFFICE",Awarded,2020-06-15T13:06:17Z,"Risk Assessment Services","Risk assessment services at outstations.",,,"South West","90711100 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,14/02/2020,13/03/2020,13/02/2020,NO,,Yes,No,No,Services,17650,,13/02/2020,17650,"[HAZTECH CONSULTANTS LTD|MERIDAN HOUSE
ROAD ONE 
WINSFORD INDUSTRIAL ESTATE 
WINSFORD 
CW7 3QG|COMPANIES_HOUSE|2925898|No|No]",,14/02/2020,13/03/2020,"SingleTenderActionNonOJEU ",
P107733,Contract,"MET OFFICE",Awarded,2020-06-12T14:25:11Z,"Meteorological Equipment","Meteorological equipment.",,,"South West","38120000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,20/02/2020,09/03/2020,19/02/2020,NO,,Yes,No,No,Products,15714,,19/02/2020,15714,"[METSPEC LTD|UNIT 11
LENDAL COURT
GAMBLE STREET
NOTTINGHAM
NG7 4EZ|NONE_OTHER||Yes|No]",,20/02/2020,09/03/2020,"SingleTenderActionNonOJEU ",
P107674,Contract,"MET OFFICE",Awarded,2020-06-12T11:39:11Z,"Meteorological Equipment","Radiosonde apparatus.",,,"South West","38120000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,12/02/2020,22/05/2020,11/02/2020,NO,,Yes,No,No,Products,49405,,11/02/2020,49405,"[TOTEX CORPORATION|FUJIBIRU-SHINTOSHINKAN 4F
1-93-1 KITABUKURO-CHO
OMIYA-KU
SAITAMA 330-0835
JAPAN|NONE_OTHER||No|No]",,12/02/2020,22/05/2020,"SingleTenderActionNonOJEU ",
P107803,Contract,"MET OFFICE",Awarded,2020-06-12T11:34:00Z,"Building Services","Building services for structural update at radar site.",,,"South West","71315000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,01/03/2020,27/03/2020,28/02/2020,NO,,Yes,No,No,Works,35500,,28/02/2020,35500,"[LARS COMMUNICATIONS LTD|KEER BRIDGE DEPOT
SCOTLAND ROAD
CARNFORTH
LANCS
LA5 9RQ|COMPANIES_HOUSE|3030800|Yes|No]",,01/03/2020,27/03/2020,"SingleTenderActionNonOJEU ",
P107502,Contract,"MET OFFICE",Awarded,2020-06-04T13:53:38Z,"Telecommunications Services","Telecommunications Services.",,,"South West","64200000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,11/01/2020,07/01/2023,10/01/2020,NO,,Yes,No,No,Services,20800,,10/01/2020,20800,"[GIBRALTAR NYNEX COMMUNICATIONS LTD|GIBTELECOM
PO BOX 929
GIBRALTAR|NONE_OTHER||No|No]",,11/01/2020,07/01/2023,"SingleTenderActionNonOJEU ",
P107548,Contract,"MET OFFICE",Awarded,2020-06-04T13:35:58Z,"Content Delivery Network Services","Contract called off from Government Framework G-Cloud 11.",,,"South West","32400000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,16/01/2020,31/05/2020,15/01/2020,NO,,Yes,No,No,Services,85000,,15/01/2020,85000,"[AKAMAI TECHNOLOGIES LTD|CHARTA HOUSE 
30-38 CHURCH STREET 
STAINES 
TW18 4EP|COMPANIES_HOUSE|03921701|No|No]",,16/01/2020,31/05/2020,"CallOffFromFrameworkAgreement ",
P107587,Contract,"MET OFFICE",Awarded,2020-06-01T16:07:16Z,"Finance Services","Contract called off from Government Framework RM1557.",,,"South West","66000000 ",,procurement.enquiries@metoffice.gov.uk,"Fitzroy Road",,EXETER,EX13PB,England,,,,,,24/01/2020,23/02/2021,23/01/2020,NO,,Yes,No,No,Services,26747,,23/01/2020,26747,"[DUN & BRADSTREET LTD|MARLOW INTERNATIONAL PARKWAY
MARLOW
BUCKS
SL7 1AJ|COMPANIES_HOUSE|160043|No|No]",,24/01/2020,23/02/2021,"CallOffFromFrameworkAgreement ",
