"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
202013022240,Contract,"Sunderland City Council",Awarded,2020-04-03T08:05:57Z,"Transformation Consultancy","Transformation consultancy services",,,"North East","73000000 ","Julie Rogerson",julie.rogerson@sunderland.gov.uk,"Burdon Road",,Sunderland,SR27DN,England,"0191 5611772",,,,,06/04/2020,05/05/2021,30/03/2020,NO,,Yes,No,No,Services,52765,52765,01/04/2020,52765,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",06/04/2020,05/05/2021,"CallOffFromFrameworkAgreement ",
7574,Contract,"South Tyneside Council",Awarded,2020-01-15T10:21:34Z,"Award of contract for the provision of a Quantity Surveyor - VENJ","Award of contract for quantity surveying services for the Viking Energy Network Jarrow.
Contract awarded under the NEPRO Specialist Professional Services Framework.",,,"North East","71322100 ","Laura Hood",laura.hood@southtyneside.gov.uk,"Town Hall, Westoe Road",,"South Shields",NE332RL,England,07436833810,,,,,01/11/2019,31/03/2022,11/10/2019,NO,,No,No,No,Services,40950,,31/10/2019,40590,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|Yes|No]","Sarah Willis",01/11/2019,31/03/2022,"CallOffFromFrameworkAgreement ",
"20 009",Contract,"CHESHIRE EAST COUNCIL",Awarded,2020-01-07T11:13:09Z,"Consultancy - Vendor Neutral Solution","This contract is for all types of consultancy services managed by a vendor neutral provider for an initial call-off period of 23/12/19 to 30/08/23 with the option of 2 x 24 months to extend.
",,,"North West","79418000 ","Janet Ellison-Jones",janet.ellison-jones@cheshireeast.gov.uk,WESTFIELDS,,SANDBACH,CW111HZ,England,"01270 686456",www.cheshireeast.gov.uk,,,,23/12/2019,30/08/2023,30/09/2019,NO,,Yes,Yes,No,Services,20000000,25000000,08/10/2019,40000000,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",23/12/2019,30/08/2023,"CallOffFromFrameworkAgreement ",
COLL0351,Contract,"COLLEGE OF POLICING LIMITED",Awarded,2019-12-17T11:46:47Z,"Day One","College of Policing requires professional services support and guidance to deliver a digital solution for administering national assessment and exams across the police service,",,,"Any region","72200000 ","David Wilson",david.wilson@college.pnn.police.uk,"Central House","Beckwith Knowle, Otley Road",Harrogate,"HG3 1UF",England,07747472885,,,,,09/12/2019,20/09/2020,22/11/2019,NO,,Yes,No,No,Services,595985,,06/12/2019,595985,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]",,09/12/2019,31/03/2020,"CallOffFromFrameworkAgreement ",
COLL0359,Contract,"COLLEGE OF POLICING LIMITED",Awarded,2019-12-17T11:37:41Z,"AIMS System Delivery","Delivery of a secure, nationally accredited data hosting environment to ensure all data passing to and from AIMS is kept safe and secure and adheres to national police standards. As part of this, work with CoP teams to create a clear data retention policy for all types of data stored. Depending upon agreed data classifications, this may mean the development of a bespoke solution or aligning with / making use of the Home Office Law Enforcement Cloud Platform (LECP).",,,"Any region","72200000 ","David Wilson",david.wilson@college.pnn.police.uk,"Central House","Beckwith Knowle, Otley Road",Harrogate,"HG3 1UF",England,07747472885,,,,,06/08/2019,31/03/2020,19/07/2019,NO,,Yes,No,No,Services,1142880,,01/08/2019,1142880,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]",,06/08/2019,31/03/2020,"CallOffFromFrameworkAgreement ",
BRISTOLCC001-DN451571-11497247,Contract,"Bristol City Council",Awarded,2019-12-04T11:58:13Z,"Southmead Master Plan Glencoyne Square","HIF grant to facilitate the delivery of 300 new homes in Southmead. This will require the relocation of the existing Southmead Health Centre to new-build premises at Glencoyne Square being developed by the Southmead Development Trust, thus enabling the existing site to be redeveloped for housing.",,,"South West","71200000 ","Paul Owens",Paul.Owens@bristol.gov.uk,"City Hall","College Green",Bristol,"BS1 5TR",England,"+44 1173576684",https://www.bristol.gov.uk/,,,,12/09/2019,30/03/2020,02/09/2019,NO,,Yes,No,No,Services,31287,31287,05/09/2019,31287.38,"[Bloom Procurement Services Ltd|NE8 2ET|NONE||Yes|No]","Mailbox Bloom Tenders",12/09/2019,30/03/2020,"Other ",
tender_202349/814900,Contract,"City of London Corporation",Awarded,2019-11-25T14:38:10Z,"GYA REGIONAL CENTRES INTERIM MANAGEMENT","Awarded contract under a framework",,,"Any region","72221000 ","Christina Paraskevaidou",Christina.Paraskevaidou@cityoflondon.gov.uk,Guildhall,,London,"EC2P 2EJ",England,"0207 332 3103",,,,,08/02/2019,31/07/2019,01/02/2019,NO,,Yes,No,No,Services,85824,,01/02/2019,85824,"[Bloom Procurement Services Ltd|Rotterdam House, 116 Quayside, NE1 3DY|NONE||No|No]",,08/02/2019,31/07/2019,"CallOffFromFrameworkAgreement ",
"1037804 B",Contract,"Sunderland City Council",Awarded,2019-10-22T09:03:44Z,"Transformation Consultancy Services","Transformation Consultancy Services",,,"North East","73000000 ","Julie Rogerson",julie.rogerson@sunderland.gov.uk,"Burdon Road",,Sunderland,SR27DN,England,"0191 5611772",,,,,21/10/2019,20/01/2020,16/10/2019,NO,,Yes,No,No,Services,95500,95500,16/10/2019,95500,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",21/10/2019,20/01/2020,"Other Call Off",
Coll0356,Contract,"COLLEGE OF POLICING LIMITED",Awarded,2019-07-03T10:45:25Z,"Professional Services","A call-off contract from The NEPO Professional services framework, NEPRO.",,,"Any region","73000000 ","Colin Morrison",colin.morrison@college.pnn.police.uk,"College of Policing","Leamington Road",Coventry,"CV8 3EN",England,"07342 076539",,,,,08/05/2019,01/12/2019,07/05/2019,NO,,Yes,Yes,No,Services,15000,,07/05/2019,150000,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",08/05/2019,01/12/2019,"CallOffFromFrameworkAgreement ",
tender_204479/775515,Contract,"City of London Corporation",Awarded,2019-06-11T11:45:04Z,"Target Operating Model Consultancy","Contract awarded under most economically advantageous tender",,,"Any region","72224000 ","Christina Paraskevaidou",Christina.Paraskevaidou@cityoflondon.gov.uk,Guildhall,,London,"EC2P 2EJ",England,"0207 332 3103",,,,,02/10/2017,31/03/2019,01/09/2017,NO,,Yes,No,No,Services,33500,,30/09/2017,33500,"[Bloom Procurement Services Ltd|Rotterdam House, 116 Quayside|NONE||No|No]",,02/10/2017,31/03/2019,"Other other",
"1037804 PH",Contract,"Sunderland City Council",Awarded,2019-05-23T10:07:50Z,"Highways Engineer","Highways Engineer",,,"North East","71311210 ","Julie Rogerson",julie.rogerson@sunderland.gov.uk,"Burdon Road",,Sunderland,SR27DN,England,"0191 5611772",,,,,14/05/2019,31/03/2020,10/05/2019,NO,,No,No,No,Services,64500,64500,10/05/2019,64500,"[Bloom Procurement Services Ltd|116 Quayside, Newcastle, NE1 3DY|NONE||No|No]",,14/05/2019,31/03/2020,"CallOffFromFrameworkAgreement ",
"1037804 MI",Contract,"Sunderland City Council",Awarded,2019-05-23T10:05:26Z,"Highways Engineer","Highways Engineer",,,"North East","71311210 ","Julie Rogerson",julie.rogerson@sunderland.gov.uk,"Burdon Road",,Sunderland,SR27DN,England,"0191 5611772",,,,,14/05/2019,31/03/2020,10/05/2019,NO,,No,No,No,Services,75000,75000,10/05/2019,75000,"[Bloom Procurement Services Ltd|116 Quayside, Newcastle, NE1 3DY|NONE||No|No]",,14/05/2019,31/03/2020,"CallOffFromFrameworkAgreement ",
"1037804 GB",Contract,"Sunderland City Council",Awarded,2019-05-23T10:02:07Z,"Highways Engineer","Highways Engineer",,,"North East","71311210 ","Julie Rogerson",julie.rogerson@sunderland.gov.uk,"Burdon Road",,Sunderland,SR27DN,England,"0191 5611772",,,,,14/05/2019,31/03/2020,10/05/2019,NO,,No,No,No,Services,67000,67000,10/05/2019,67000,"[Bloom Procurement Services Ltd|116 Quayside, Newcastle, NE1 3DY|NONE||Yes|No]",,14/05/2019,31/03/2020,"CallOffFromFrameworkAgreement ",
"1037804 BA",Contract,"Sunderland City Council",Awarded,2019-05-23T09:54:49Z,"Highways Engineer","Highways Engineer",,,"North East","71311210 ","Julie Rogerson",julie.rogerson@sunderland.gov.uk,"Burdon Road",,Sunderland,SR27DN,England,"0191 5611772",,,,,14/05/2019,31/03/2020,10/05/2019,NO,,No,No,No,Services,70000,70000,10/05/2019,70000,"[Bloom Procurement Services Ltd|116 Quayside, Newcastle, NE1 3DY|NONE||No|No]",,14/05/2019,31/03/2020,"CallOffFromFrameworkAgreement ",
"1037804 ID",Contract,"Sunderland City Council",Awarded,2019-05-23T09:52:05Z,"Flooding/Coastal Engineer","Flooding/Coastal Engineer",,,"North East","90713000 ","Julie Rogerson",julie.rogerson@sunderland.gov.uk,"Burdon Road",,Sunderland,SR27DN,England,"0191 5611772",,,,,14/05/2019,31/03/2020,10/05/2019,NO,,No,No,No,Services,74000,74000,10/05/2019,74000,"[Bloom Procurement Services Ltd|116 Quayside, Newcastle, NE1 3DY|NONE||No|No]",,14/05/2019,31/03/2020,"CallOffFromFrameworkAgreement ",
"1037804 MB",Contract,"Sunderland City Council",Awarded,2019-05-23T09:29:12Z,"Highways Design Technician","Highways Design Technician",,,"North East","71311210 ","Julie Rogerson",julie.rogerson@sunderland.gov.uk,"Burdon Road",,Sunderland,SR27DN,England,"0191 5611772",,,,,14/05/2019,31/03/2020,10/05/2019,NO,,No,No,No,Services,50300,50300,10/05/2019,50300,"[Bloom Procurement Services Ltd|116 Quayside, Newcastle, NE1 3DY|NONE||No|No]",,14/05/2019,31/03/2020,"CallOffFromFrameworkAgreement ",
1037804/A,Contract,"Sunderland City Council",Awarded,2019-05-16T08:56:10Z,"IAMP One Phase Two Planning Application","Planning Application",,,"North East","79400000 ","Julie Rogerson",julie.rogerson@sunderland.gov.uk,"Burdon Road",,Sunderland,SR27DN,England,"0191 5611772",,,,,20/05/2019,19/02/2020,03/05/2019,NO,,Yes,No,No,Services,44819,,08/05/2019,44819,"[Bloom Procurement Services Ltd|Irongate House London EC3A 7LP|NONE||No|No]",,20/05/2019,19/02/2020,"CallOffFromFrameworkAgreement ",
NWAS/TR/14/18,Contract,"North West Ambulance Service Nhs Trust Charitable Fund And Other Related Charities",Awarded,2019-02-20T13:04:36Z,"Working Time (Rostering Consultancy) A&E","NWAS has a requirement for a supplier to provide a consultancy service and software to support a Rostering Review within NWAS",,,"North West","35125200 ",,procurement.supplies@nwas.nhs.uk,"Ladybridge Hall",,BOLTON,BL15DD,England,,,,,,03/01/2019,31/03/2020,29/06/2018,NO,,Yes,No,No,NotApplicable,696531,,09/07/2018,696531,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",03/01/2019,31/03/2020,"CallOffFromFrameworkAgreement ",
D04358,Contract,"South West London & St. Georges Mental Health NHS Trust",Awarded,2019-01-04T10:52:19Z,"provide professional IT consulting services","3 month extension to D03993: To provide professional IT consulting services  to review current working practices and implement appropriate current best practice on  the 'Smarter ways of working' programme and roll out across the Trust.  From June 18 to Aug 18",,,London,"72000000 ","Asleigh Bertram",ashleigh.bertram@swlstg-tr.nhs.uk,"Springfield Hospital, 61 Glenburnie Road",,LONDON,SW177DJ,England,02035135920,,,,,01/06/2018,31/08/2018,01/05/2018,NO,,No,No,No,Services,51000,,01/04/2018,51000,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",01/06/2018,31/08/2018,"CallOffFromFrameworkAgreement ",
D04311,Contract,"South West London & St. Georges Mental Health NHS Trust",Awarded,2019-01-04T10:45:35Z,"professional IT project management services","To provide professional IT project management services  to review current working practices and implement appropriate current best practice",,,London,"72224000 ","Asleigh Bertram",ashleigh.bertram@swlstg-tr.nhs.uk,"Springfield Hospital, 61 Glenburnie Road",,LONDON,SW177DJ,England,02035135920,,,,,01/04/2018,30/09/2018,30/03/2018,NO,,No,No,No,Services,50844,,29/03/2018,50844,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne & Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",01/04/2018,30/09/2018,"CallOffFromFrameworkAgreement ",
tender_179286/699308,Contract,"City of London Corporation",Awarded,2018-08-28T14:57:08Z,"Media Relations management for Culture Mile","Media Relations management for Culture Mile",,"EC2P 2EJ",London,"71313200 ","Georgia Lawrence",Georgia.lawrence@cityoflondon.gov.uk,Guildhall,,London,"EC2P 2EJ",England,"0207 332 3060",,,,,16/04/2018,30/03/2020,30/03/2018,NO,,Yes,Yes,No,Services,100000,,13/04/2018,100800,"[Bloom Procurement Services Ltd|Rotterdam House, 116 Quayside,Newcastle Upon Tyne NE1 3DY|NONE||No|No]",,16/04/2018,30/03/2020,"CallOffFromFrameworkAgreement ",
CW15716,Contract,"HM REVENUE & CUSTOMS",Awarded,2018-06-26T09:51:21Z,"CDS MIGRATION & READINESS","Contract to provide technical support to the HMRC CDS migration and readiness programme.",,,"Any region","72225000 ","Bhavina Patel",bhavina.patel@hmrc.gsi.gov.uk,"5W Ralli Quays","3 Stanley Street",Salford,"M60 9LA",England,,,,,,22/04/2018,28/02/2019,13/04/2018,NO,,Yes,No,No,Services,1864044,,20/04/2018,0,"[Bloom Procurement Services Ltd|Rotterdam House
116 Quayside
Newcastle Upon Tyne
NE1 3DY|COMPANIES_HOUSE|08045123|No|No]",,22/04/2018,28/02/2019,"CallOffFromFrameworkAgreement ",
"1037804 7",Contract,"Sunderland City Council",Awarded,2018-04-13T08:54:24Z,"Highway Engineer","Highway Engineer",,,"North East","79600000 ","Julie Rogerson",julie.rogerson@sunderland.gov.uk,"Burdon Road",,Sunderland,SR27DN,England,"0191 5611772",,,,,12/04/2018,31/03/2019,11/04/2018,NO,,No,No,No,Services,66000,,11/04/2018,66000,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne And Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",12/04/2018,31/03/2019,"CallOffFromFrameworkAgreement ",
"1037804 6",Contract,"Sunderland City Council",Awarded,2018-04-12T11:34:26Z,"Flood / Coastal Engineer","Flooding/Coastal Engineer",,,"North East","79600000 ","Julie Rogerson",julie.rogerson@sunderland.gov.uk,"Burdon Road",,Sunderland,SR27DN,England,"0191 5611772",,,,,01/04/2018,30/04/2019,20/03/2018,NO,,No,No,No,Services,62500,,20/03/2018,62500,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne And Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",01/04/2018,30/04/2019,"CallOffFromFrameworkAgreement ",
"1037804 5",Contract,"Sunderland City Council",Awarded,2018-04-12T11:25:16Z,"Highway Engineer","Highway Engineer",,,"North East","79600000 ","Julie Rogerson",julie.rogerson@sunderland.gov.uk,"Burdon Road",,Sunderland,SR27DN,England,"0191 5611772",,,,,01/04/2018,30/04/2019,20/03/2018,NO,,No,No,No,Services,48600,,20/03/2018,48600,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne And Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",01/04/2018,30/04/2019,"CallOffFromFrameworkAgreement ",
"1037804 4",Contract,"Sunderland City Council",Awarded,2018-04-12T11:21:29Z,"Highway Engineer","Highway Engineer",,,"North East","79600000 ","Julie Rogerson",julie.rogerson@sunderland.gov.uk,"Burdon Road",,Sunderland,SR27DN,England,"0191 5611772",,,,,01/04/2018,30/04/2019,20/03/2018,NO,,No,No,No,Services,58500,,20/03/2018,58500,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne And Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",01/04/2018,30/04/2019,"CallOffFromFrameworkAgreement ",
"1037804 3",Contract,"Sunderland City Council",Awarded,2018-04-12T11:17:47Z,"Highway Engineer","Highway Engineer",,,"North East","79600000 ","Julie Rogerson",julie.rogerson@sunderland.gov.uk,"Burdon Road",,Sunderland,SR27DN,England,"0191 5611772",,,,,01/04/2018,30/04/2019,20/03/2018,NO,,No,No,No,Services,62500,,20/03/2018,62500,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne And Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",01/04/2018,30/04/2019,"CallOffFromFrameworkAgreement ",
"1037804 2",Contract,"Sunderland City Council",Awarded,2018-04-12T10:46:35Z,"Highway Engineer","Highway Engineer",,,"North East","79600000 ","Julie Rogerson",julie.rogerson@sunderland.gov.uk,"Burdon Road",,Sunderland,SR27DN,England,"0191 5611772",,,,,01/04/2018,30/04/2019,20/03/2018,NO,,No,No,No,Services,66400,,20/03/2018,66400,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne And Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",01/04/2018,30/04/2019,"CallOffFromFrameworkAgreement ",
1037804,Contract,"Sunderland City Council",Awarded,2018-04-12T10:35:47Z,"Highway Engineer","Highway Engineer",,,"North East","79600000 ","Julie Rogerson",julie.rogerson@sunderland.gov.uk,"Burdon Road",,Sunderland,SR27DN,England,"0191 5611772",,,,,01/04/2018,30/04/2019,20/03/2018,NO,,No,No,No,Services,72000,,20/03/2018,72000,"[BLOOM PROCUREMENT SERVICES LTD|Rotterdam House 116 Quayside
NEWCASTLE-UPON-TYNE
Tyne And Wear
NE1 3DY
GB|COMPANIES_HOUSE|08045123|No|No]","Sarah Willis",01/04/2018,30/04/2019,"CallOffFromFrameworkAgreement ",
7620124434,Contract,"FCO SERVICES",Awarded,2017-11-21T15:34:09Z,"Provision of Professional Services","Provision of Professional Services - Call off from FCO Services Contract ref XLY410/014/17/1",,"MK19 7BH",,"75130000 ",,Purchasing.enquiries@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,N/A,22/09/2017,30/11/2019,21/09/2017,NO,,Yes,No,No,Products,75000,,21/09/2017,75000,"[Bloom Procurement Services Ltd|NE1 3DY|||Yes|No]",,22/09/2017,30/11/2019,"CompetitiveDialogueOJEU ",
"P116 PR003561",Contract,"CHESHIRE EAST COUNCIL",Awarded,2017-07-12T14:35:08Z,"P116 PR003561 Constellation Partnership Growth Strategy","***Awarded to Farrells, 7 Hatton Street, London, NW8 8PL***The Constellation Partnership (formerly referred to as the Northern Gateway Partnership) is a boundary breaking partnership between two Local Enterprise Partnerships and seven Local Authorities, with a strong Ministerial backing from Government and a unified fast-track approach to ambitious, plan-led economic development. The Partners  share a common vision: a single economic footprint creating a coherent investment market, boosted by the international investment magnet of High Speed Rail connectivity, producing attractive growth opportunities for investors. To deliver this scale of growth, partners have to ensure that the growth that is proposed considers connectivity, markets, sectoral options and skills but will also improve quality of life and create access to improved, sustainable services and facilities.",,"CW11 1HZ",,"79314000 ",,michael.ashworth@cheshireeast.gov.uk,Westfields,"Middlewich Rd",Sandbach,"CW11 1HZ",England,,www.cheshireeast.gov.uk,,,,12/06/2017,12/07/2017,09/06/2017,NO,,No,No,No,Services,28045,,09/06/2017,0,"[Bloom Procurement Services Ltd|Tavistock Place
Sunderland 
SR1 1PB|||No|No]",,12/06/2017,12/07/2017,"DirectAward ",
