"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
LGSS001-DN429131-96164363,Contract,"Norwich City Council",Awarded,2020-03-11T11:29:52Z,"Norwich City Council Tenancy and Estate Management System","Norwich City Council is looking to procure a Tenancy and Estate Management System to manage all aspects of housing management, adhering to relevant legislation and supporting council policies and strategies. The solution should include tenancy management, estate management, rent and charges management, managing homelessness, private and public sector leasing. The Council needs a system to drive a number of corporate goals: • Maintain and improve the condition of existing housing • Improve the use and management of our existing housing stock • Improve our neighbourhoods • Provide a one-stop shop of 'end-to-end' housing services. The system is required to support the overall aim of moving from an enforcement driven tenancy management model by adopting a new approach to tenancy management based on a 'healthy tenancy' outcome, driven by an agreed model of support and self-management, underpinned by an integrated data management system. A major driver for replacing the existing Capita Housing Management (Academy) system is that the supplier has confirmed this will be officially de-supported at the end of August 2020. The Council's aim is to have the replacement fully implemented and working as a like-for-like replacement by 1st July 2020. The successful supplier will be expected to demonstrate that they can achieve this target. The Council accepts that those functions not managed by the current system that could be delivered by the replacement, may be better to implement at a later date, subject to planning and agreement with the successful supplier. This is a further competition using the Crown Commercial Services framework RM3821 - Data and Application Solutions Lot 2b: Environmental & Planning.",,,"East of England","48000000 ","Paul Gooch",PaulGooch@norwich.gov.uk,"Norwich City Council","St Peters Street",Norwich,"NR2 1NH","United Kingdom",,https://www.norwich.gov.uk,,,,01/01/2020,31/12/2027,04/11/2019,NO,,Yes,No,No,Services,1000000,1000000,18/12/2019,589802,"[Northgate Public Services (UK) Limited|Peoplebuilding 2, Peoplebuilding Estate, Maylands Avenue, Hemel Hempstead, Hertfordshire, HP2 4NW|NONE||No|No]",,11/03/2020,10/03/2027,"Other ",
"BHCC - 010699",Contract,"BRIGHTON & HOVE CITY COUNCIL",Awarded,2019-12-05T15:46:08Z,"BHCC Revenues & Benefits Citizens Access","The Council requires a robust, cost-effective citizen's public website for Revenues, Benefits and Landlords. This is in line with the department's digital strategy, focused around enabling citizen's to manage changes themselves and access their accounts.",,,"South East","48000000 ","Procurement Team",procurement@brighton-hove.gov.uk,"Grand Avenue",,HOVE,BN32LS,England,"01273 291949",,,,,12/08/2019,11/08/2022,16/07/2019,NO,,Yes,No,No,Services,148000,,09/08/2019,148000,"[Northgate Public Services (UK) Ltd|Peoplebuilding 2, Peoplebuilding Estate
Maylands Avenue
Hemel Hempstead
Hertfordshire
HP2 4NW|COMPANIES_HOUSE|00968498|No|No]",,12/08/2019,11/07/2022,"CallOffFromFrameworkAgreement ",
ELINDC001-DN397622-54441467,Contract,"Compass Point Business Services (East Coast) Ltd",Awarded,2019-09-23T14:57:02Z,"Revenues and Benefits Electronic Document Records Management and Workflow Software Solution","Compass Point Business Services (East Coast) Ltd (the Company), is owned by the East Lindsey District Council and the South Holland District Council. The Company is inviting tenders for the supply and maintenance of a Revenues and Benefits Electronic Document Records Management and Workflow IT Software System (''the Software Solution''), to be hosted on the Company's premises. The Company shall procure the System in accordance with the Public Contract Regulations 2015 (''PCR'') utilising the Restricted Procedure as set out in Regulation 28 PCR. The Software Solution shall support up to one hundred and seventy two (172) users at the start of the Contract, excluding Company's System Administrators who shall be providing technical support. The Software Solution shall be capable for use across all of the Company's Service Areas. The Company is seeking to enhance its capability to capture, retain and access information through the introduction of an enterprise-wide Software Solution for primary use within the Revenues and Benefits department but with future capability, if required, to roll the same functionalities out to other departments, including for example Human Resources and Finance. The Contractor shall provide bespoke quotations of any future requirements. Bidders shall demonstrate that the Software Solutions shall meet this need and shall integrate within the Company's existing IT Infrastructure as outlined within the procurement documentation. The successful Contractor shall be responsible for providing the services, liaising closely with the Company's Contract Manager. The Contract shall be let for an initial period of four (4) years intended to commence on 08 July 2019 with the option to extend for further six (6) years at a two (2) years intervals of up to a maximum contract period of ten (10) years.",,,"East Midlands","48311000 72512000 72317000 79996000 79999100 ","Elena Taylor",Elena.Taylor@lincolnshire.gov.uk,"Orchard House","Orchard Street",Lincoln,"LN1 1BA","United Kingdom",,http://www.pspsl.co.uk,,,"Tender documents for this procurement can be found at https://procontract.due-north.com/opportunities
",08/07/2019,07/07/2023,24/04/2019,NO,,Yes,No,No,Services,390000,,20/08/2019,170938,"[Northgate Public Services (UK) Limited|Peoplebuilding 2 Peoplebuilding Estate Maylands, Avenue Hemel Hempstead, Hertfordshire, HP2 4NW|NONE||No|No]",,26/08/2019,25/08/2023,"Restricted ",
BUCKSH001-DN484278-49082042,Contract,"Buckinghamshire Council",Awarded,2020-11-12T08:36:57Z,"Revenues and Benefits System","Revenues and Benefits Hosted System - Award of contract after mini-competition via CCS framework RM3821 Data and Applications Software, Lot 2 a Business Applications.",,,"South East","66000000 ","Sarah Deyes",sarah.deyes@buckinghamshire.gov.uk,"Walton Street Offices",,Aylesbury,"HP20 1UA","United Kingdom","+44 1296585871",https://shadow.buckinghamshire.gov.uk,,,,29/11/2020,28/11/2025,16/10/2020,NO,,No,No,No,Services,2000000,2000000,02/11/2020,1202525,"[Northgate Public Services UK Limited|Peoplebuilding 2, Peoplebuilding Estate, Maylands Avenue, Hemel Hempstead, Hertfordshire, HP2 4NW|NONE||No|No]","John Ellis",29/11/2020,28/11/2025,"Other ",,23:59
"BHCC - 012431",Contract,"BRIGHTON & HOVE CITY COUNCIL",Awarded,2020-11-10T14:05:47Z,"BHCC Revenues and Benefits Hosted Infrastructure","The Council requires the provision, support, maintenance and continued upgrading of infrastructure for the hosting of the already procured Revenues & Benefits software, in a secure cloud environment. The service will also include Unix, RDBA, out of hours live upgrades and year-end RDBA support.",,,"South East","48800000 ","Procurement Team",procurement@brighton-hove.gov.uk,"Kings House,Grand Avenue",,HOVE,BN32LS,England,"01273 291949",,,,,01/11/2020,31/10/2022,30/09/2020,NO,,No,No,No,Services,390000,,13/10/2020,390000,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|2 Peoplebuilding Estate Maylands Avenue
WA2 0XD
GB|COMPANIES_HOUSE|00968498|No|No]",,01/11/2020,31/10/2022,"CallOffFromFrameworkAgreement ",,17:00
LEEDSCITY001-DN493162-88854917,Contract,"Leeds City Council",Awarded,2020-10-29T12:38:28Z,"ITS201564 Provision of Information@Work EDRMS","ITS201564 Provision of Information@Work EDRMS",,,"United Kingdom","48100000 ","Paul Doherty",paul.1.doherty@leeds.gov.uk,"St George House","2nd Floor, 40 Great George Street",Leeds,"LS1 3DL",England,"+44 1133785904",http://www.leeds.gov.uk,,,,01/04/2021,31/03/2026,14/08/2020,NO,,No,No,No,Services,300000,300000,29/10/2020,300000,"[Northgate Public Services (UK) Limited|Peoplebuilding 2, Peoplebuilding Estate, Maylands Avenue, Hemel Hempstead HP2 4NW|NONE||No|No]",,01/04/2021,31/03/2026,"NotSpecified ",,23:59
NRW/ICT/9942/G,Contract,"Norwich City Council",Awarded,2020-10-28T11:19:27Z,"Revenues and Benefits System","Revenues and Benefits System",,,"East of England","72000000 ","Chris Rymarz",procurement@norwich.gov.uk,"City Hall",,NORWICH,NR21NH,England,"01603 987678",,,,,31/03/2021,30/03/2026,19/10/2020,NO,,No,No,No,Services,569570,569570,19/10/2020,569570,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|2 Peoplebuilding Estate Maylands Avenue
HEMEL HEMPSTEAD
Hertfordshire
HP2 4NW
GB|COMPANIES_HOUSE|00968498|No|No]","Public Services Bid Management",31/03/2021,30/03/2026,"CallOffFromDynamicPurchasingSystem ",,17:00
tender_246417/895680,Contract,"Ministry of Justice.",Awarded,2020-10-15T15:14:25Z,"LAA EDRM NPS Cloud Mailroom solution 2020 - 2022","LAA EDRM NPS Cloud Mailroom solution 2020 - 2022
RE AWARD",,"SW1H 9AJ",London,"48500000 ",,daniel.crespo@justice.gov.uk,"3rd floor / 10 South Colonnade, Canary Wharf,",,London,"E14 4PU",England,,,,,,27/07/2020,26/07/2022,26/07/2020,NO,,Yes,No,No,Services,664800,,24/07/2020,664800,"[Northgate Public Services (UK) Limited|Queens Court Wilmslow Road Alderley Edge Cheshire SK9 7RR|NONE_OTHER||No|No]",,27/07/2020,26/07/2022,"CallOffFromFrameworkAgreement ",,23:59
COV-9428,Contract,"COVENTRY CITY COUNCIL",Awarded,2020-10-08T07:06:40Z,"Document Management System","Document Management System procured via a direct award under CCS RM3821 framework Lot1C",,,"West Midlands","48600000 ","Michael Duffy",michael.duffy@coventry.gov.uk,"Council House,Earl Street",,COVENTRY,CV15RR,England,,,,,,01/11/2020,30/09/2023,01/09/2020,NO,,No,No,No,Products,330000,,16/09/2020,330000,"[Northgate Public Services (UK) Limited|Peoplebuilding 2, Peoplebuilding Estate, Maylands Avenue, Hemel Hempstead, HP2 4NW|COMPANIES_HOUSE|968498|No|No]",,01/11/2020,30/09/2023,"CallOffFromFrameworkAgreement ",,00:00
19-614300-001,Contract,"NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT",Awarded,2020-10-07T12:14:24Z,"Digitisation of Lloyd George medical records for GP Practices across NHS Birmingham and Solihull CCG","NHS Birmingham and Solihull Clinical Commissioning Group has been allocated funding for the digitisation of their Lloyd George records / A4 paper medical records. The Clinical Commissioning Group intends to digitise the records and upload the digitised version directly into the GP practice clinical system. There are 3 main GP clinical systems utilised across the estate. These are EMIS, Vision and SystmOne (TPP).

NHS Birmingham and Solihull Clinical Commissioning Group is responsible for planning and commissioning health services for over 1.3 million people living in Birmingham and Solihull. The population is split as follows Birmingham population is approx. 1,141,400 and Solihull's population is approx. 213,933.

NHS Birmingham and Solihull Clinical Commissioning Group supports 217 GP sites made up of 169 main GP Practices and 49 branches dotted across the estate. Each GP Practice site sits within a federation with patient population varying from 2000 to 70,000.

Paper records are over 70 years old in a state of deterioration therefore becoming illegible coupled with the fact the information they hold is vital and paramount for safe medical practice. The security and accuracy of these records is vital and needs to be preserved.

Birmingham has one the youngest populations in the England, a more ethnically diverse background and higher than average level of deprivation compared to the rest of England. In comparison, Solihull is a broadly affluent borough in both the regional and national context, characterised by above-average levels of income and homeownership. Solihull is in the midst of dynamic and rapid socio-demographic change. In contrast to Birmingham's young population, Solihull has an ageing population,between 1996 and 2016 the population aged 65 and over increased by 40%.

NHS Birmingham and Solihull Clinical Commissioning Group will take a phased approach to the project. Phase one will be a small cohort of practices who have been identified, patient population for will be between 50,000 -80,000. The practices identified are all based in Birmingham and Solihull estate and utilise the three foundation clinical systems: EMIS, Vision and Systm1 (TPP).",,,"West Midlands","60000000 63121100 72512000 79996100 79999100 92512100 ","Garry Mitchell",commercial.procurementhub@nhs.net,"Pomona House","Oak View Close",Torquay,"TQ2 7FF",England,,,,"https://in-tendhost.co.uk/scwcsu/aspx/Home ","Interested providers will be able to view this notice via the 'current tenders' list on the e-procurement system In-Tend, available on the following link: https://intendhost.co.uk/scwcsu/aspx/Home

In order to submit a bid, you will need to be registered on the e-procurement system and 'express an interest', and then complete a response as specified within the procurement documents.

On registration, please include at least two contacts to allow for 
 access to the system in times of absence.

The services are deemed to be subject to the full regime of current EU procurement legislation and as such this tender will be conducted in accordance with, and governed by, the Public Contracts Regulations 2015. This contract will therefore be
awarded in accordance with the provisions applicable in Section 5 (sub-section 7) of the Public Contracts Regulations 2015.

The contracting authority intends to observe the provisions and 10 day standstill period described in the Public Contracts Regulations 2015. Unsuccessful Bidders and applicants will receive scores and reasons for the decision, including the characteristics and relative advantages of the winning bid and the reasons why the Bidder/applicant was unsuccessful. Deadlines for lodging appeals should be in accordance with the Regulations.",16/03/2020,31/03/2023,13/01/2020,NO,,Yes,No,No,Services,4300000,,01/09/2020,2778432.65,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|2 Peoplebuilding Estate Maylands Avenue
HEMEL HEMPSTEAD
Hertfordshire
HP2 4NW
GB|COMPANIES_HOUSE|00968498|No|No]",,01/09/2020,31/08/2023,"RestrictedOJEU ",,12:00
HPGITHMS01,Contract,"THE HOUSING PLUS GROUP LIMITED",Awarded,2020-09-25T12:08:38Z,"Contract for the supply, implementation, maintenance and support of a cloudbased Housing Management System","Contract for the supply, implementation,
maintenance and support of a cloudbased Housing Management System",,ST189AP,,"48000000 ","Matt Akers",matthew.akers@housingplusgroup.co.uk,"ACTON COURT",,STAFFORD,ST189AP,England,01743285000,,,,,01/10/2020,30/09/2024,10/07/2020,NO,,No,No,No,Services,700000,,11/09/2020,700000,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|2 Peoplebuilding Estate Maylands Avenue
WA2 0XD
GB|COMPANIES_HOUSE|00968498|No|No]",,01/10/2020,30/09/2024,"CallOffFromFrameworkAgreement ",,13:00
2020064,Contract,"Hm Land Registry",Awarded,2020-09-21T14:21:31Z,"API Integration and Data Extraction Services for Local Authority Incumbent Software Suppliers","API Integration and Data Extraction Services for Local Authority Incumbent Software Suppliers",,,"England,Wales","48000000 ","Claire Hughes",Claire.Hughes@landregistry.gov.uk,"HM Land Registry IS","PO Box 292",PLYMOUTH,"PL5 9BY",England,,,,,,09/09/2020,08/09/2023,04/09/2020,NO,,No,No,No,Services,114000,550000,09/09/2020,550000,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|2 Peoplebuilding Estate Maylands Avenue
HEMEL HEMPSTEAD
Hertfordshire
HP2 4NW
GB|COMPANIES_HOUSE|00968498|No|No]","Public Services Bid Management",09/09/2020,08/09/2023,"SingleTenderActionNonOJEU ",,17:00
7F-2020-0080,Contract,"Norfolk Constabulary",Awarded,2020-09-18T13:06:44Z,"7F-2020-0080 Compass Renewal for Essex & Kent Police","Renewal of Compass Gazetteer for Essex Police, Kent Police and Kent Fire Service.",,,"East of England","48100000 ","Victoria Forde",victoria.forde@norfolk.police.uk,"Falconers Chase",,WYMONDHAM,NR180WW,England,07824461282,,,,,01/04/2020,31/03/2023,24/03/2020,NO,,No,No,No,Products,66904.5,,24/03/2020,66904.5,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|2 Peoplebuilding Estate Maylands Avenue
HEMEL HEMPSTEAD
Hertfordshire
HP2 4NW
GB|COMPANIES_HOUSE|00968498|No|No]","Public Services Bid Management",01/04/2020,31/03/2023,"SingleTenderActionNonOJEU ",,00:00
"UID - 8563",Contract,"STAR Procurement",Awarded,2020-09-02T08:55:27Z,"Scan Station Installation and Subscription","Awarded contract under the DAS Framework for Rochdale Borough Council - Neighbourhoods: Libraries and Customer Services, as a Direct Award. Lot 1b - Enterprise Applications - Workflow and Case Management Solutions.",,,"North West","30238000 ","Samantha Power",samantha.power@star-procurement.gov.uk,"1FE Trafford Town Hall",,MANCHESTER,M320TH,England,"07773 216483",,,,,01/07/2020,31/08/2023,22/06/2020,NO,,Yes,No,No,Services,104360,,29/06/2020,104360,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|2 Peoplebuilding Estate Maylands Avenue
HEMEL HEMPSTEAD
Hertfordshire
HP2 4NW
GB|COMPANIES_HOUSE|00968498|No|No]","Public Services Bid Management",01/07/2020,31/08/2023,"CallOffFromFrameworkAgreement ",,12:00
WIRLC001-DN461622-73832687,Contract,"Wirral Borough Council",Awarded,2020-08-26T11:28:49Z,"Council Tax Single Person Discount Review","Council tax single person discount analysis",,,England,"72212440 ","Corporate procurement",tenders@wirral.gov.uk,"Old Market House, 4th Floor, West Wing","Hamilton Street",Birkenhead,"CH41 5AL",England,,http://www.wirral.gov.uk/,,,,01/09/2020,31/08/2021,11/03/2020,NO,,No,No,No,Services,35500,35500,30/07/2020,35000,"[Northgate Public Services|Peoplebuidling 2, Peoplebuilding Estate
Maylands Avenue
Hemel Hempstead 
Hertfordshire
United Kingdom
HP2 4NW|NONE||No|No]",,01/09/2020,31/08/2021,"Restricted ",,12:00
LEEDSCITY001-DN478368-47453256,Contract,"Leeds City Council",Awarded,2020-08-21T09:42:43Z,"Off Site Council Tax & Benefit Processing Provider","Off Site Council Tax & Benefit Processing Provider",,,"United Kingdom","79000000 ","Paul Doherty",paul.1.doherty@leeds.gov.uk,"St George House","2nd Floor, 40 Great George Street",Leeds,"LS1 3DL",England,"+44 1133785904",http://www.leeds.gov.uk,,,,01/09/2020,31/08/2025,06/08/2020,NO,,No,No,No,Services,350000,350000,21/08/2020,350000,"[Northgate Public Services (UK) Limited|Peoplebuilding 2, Peoplebuilding Estate, Maylands Avenue, Hemel Hempstead HP2 4NW|NONE||No|No]",,01/09/2020,31/08/2025,"NotSpecified ",,23:59
BFDMDC001-DN480226-59126841,Contract,"Bradford Metropolitan District Council",Awarded,2020-08-07T08:03:11Z,"Benefit and Council Tax Processing Support","The introduction of Universal Credit, and other changes, means that matching processing resource to workload requirements, over the short to medium term, is becoming increasingly challenging. To ensure that Housing Benefit and Council Tax Support applications and changes are processed accurately and in a timely manner, the Council must be able to balance processing requirements with resource availability and capacity.",,,"Yorkshire and the Humber","75000000 ","Richard Ullyott",Richard.Ullyott@bradford.gov.uk,"1st Floor Britannia House","Hall Ings",Bradford,"BD1 1HX",England,"+44 7870851562",http://www.bradford.gov.uk/bmdc,,,,06/07/2020,05/07/2021,22/06/2020,NO,,No,No,No,Services,0,95000,27/07/2020,95000,"[Northgate Public Services (UK) Limited|Peoplebuilding 2,
Peoplebuilding Estate,
Marylands Avenue,
Hemel Hempstead
Herts
HP2 4NW|NONE||No|No]",,03/08/2020,30/07/2021,"Restricted ",,12:00
DN475294,Contract,"WAKEFIELD COUNCIL",Awarded,2020-08-03T13:13:26Z,"Business Rates","Business Rates Solution.",,,"Yorkshire and the Humber","48000000 ","Helen Spink",hspink@wakefield.gov.uk,"Wakefield One Po Box 700,Burton Street",,WAKEFIELD,WF12EB,England,07717701090,,,,,06/07/2020,30/09/2023,01/06/2020,NO,,Yes,Yes,No,Services,199299,,03/07/2020,199299,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|2 Peoplebuilding Estate Maylands Avenue
WA2 0XD
GB|COMPANIES_HOUSE|00968498|No|No]",,06/07/2020,30/09/2023,"CallOffFromFrameworkAgreement ",,12:00
WH19021,Contract,"Wolverhampton City Council",Awarded,2020-07-22T15:54:10Z,"Housing Management Solution","The provision of a fully integrated Housing Management System for Wolverhampton Homes.

Wolverhampton Homes are an Arms Length Management Organisation (ALMO) managing homes on behalf of The City of Wolverhampton Council.",,,"West Midlands","48000000 ","Barry Greenwood",Barry.Greenwood@wolverhampton.gov.uk,"Civic Centre,St. Peters Square",,WOLVERHAMPTON,WV11RL,England,"01902 552911",,,,,01/07/2020,30/06/2025,27/09/2019,NO,,Yes,No,No,Services,1320000,,27/09/2019,1320000,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|2 Peoplebuilding Estate Maylands Avenue
WA2 0XD
GB|COMPANIES_HOUSE|00968498|No|No]",,01/07/2020,30/06/2025,"CallOffFromFrameworkAgreement ",
"TDC - 030877 - AWARD",Contract,"SE Shared Services",Awarded,2020-07-22T11:22:39Z,"TDC VB Revenue and Benefit Software - AWARD","Tandridge District Council is seeking to procure via Further Competition on CCS Framework RM3821 Data and Application Solutions, Lot 2a. Business Applications a new Benefit and Revenue system, and is inviting all capable suppliers on the framework to submit bids. Please refer to attached ITMC documentation.",,"RH8 0BT","South East","48000000 ","John Mc Geown (TDC)",jmcgeown@tandridge.gov.uk,"8 Station Road East",Oxted,Surrey,"RH8 0BT","United Kingdom","01883 732807",www.tandridge.gov.uk,,,,01/06/2020,31/05/2025,24/04/2020,NO,,Yes,No,No,Services,600000,650000,21/05/2020,640300,"[Northgate Public Services (UK) Limited|Peoplebuilding 2, Peoplebuilding Estate, Maylands Avenue, Hemel Hempstead, Hertfordshire, United Kingdom, HP2 4NW|NONE||No|No]","Bid Management Public Services",01/06/2020,31/05/2025,"Other ",
CWC19102,Contract,"Wolverhampton City Council",Awarded,2020-07-08T13:44:19Z,"Revenue & Benefits System","The provision of a Revenue & Benefits system and onging maintenance & Support",,,"West Midlands","48000000 ","Barry Greenwood",Barry.Greenwood@wolverhampton.gov.uk,"Civic Centre,St. Peters Square",,WOLVERHAMPTON,WV11RL,England,"01902 552911",,,,,01/05/2020,30/04/2027,01/04/2020,NO,,Yes,No,No,Services,935193,,10/04/2020,935193,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|2 Peoplebuilding Estate Maylands Avenue
BS32 4UE
GB|COMPANIES_HOUSE|00968498|No|No]",,01/05/2020,30/04/2027,"CallOffFromFrameworkAgreement ",
DN470986Award,Contract,"Dartford Borough Council",Awarded,2020-06-16T14:58:06Z,"Content Management System (CMS), Online Forms and Back Office Workflow System","Content Management System (CMS), Online Forms and Back Office Workflow System",,,"South East","72212222 ","Tonbridge & Malling Borough Council",procurement@dartford.gov.uk,"Kings Hill (Head Office), Gibson Drive","Kings Hill","West Malling","ME19 4LZ",England,,,,,"Dartford Borough Council Procurement Team is administering this opportunity on behalf of Tonbridge & Malling Borough Council.",11/05/2020,10/05/2025,30/03/2020,YES,DN470986,Yes,No,No,Services,213925,,28/05/2020,213925,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|2 Peoplebuilding Estate Maylands Avenue
WA2 0XD
GB|COMPANIES_HOUSE|00968498|No|No]",,01/06/2020,31/05/2025,"OpenNonOJEU ",
20200512091229-67601,Contract,"Midlands Partnership Foundation Trust",Awarded,2020-05-12T09:12:35Z,"Diabetic Eye Screening Software","Provision of a patient records, image storage and text messaging service to support the delivery of diabetic retinopathy services. The system needs to have access to a live dashboard for reporting and management purposes.",,,"Any region","33100000 ","Elizabeth Aldridge",elizabeth.aldridge@mpft.nhs.uk,"Trust HQ, Corporation Street,",,Stafford,"ST16 3AG",ENG,"+44 1782137074",http://www.mpft.nhs.uk/,,"https://uk.eu-supply.com/app/rfq/rwlentrance_s.asp?PID=32566&B=UK https://uk.eu-supply.com/ctm/Company/CompanyInformation/Index/67601 ",,19/03/2020,20/03/2020,18/03/2020,NO,,No,No,No,Services,0,1,18/03/2020,356150,"[Northgate Public Services (UK) LTD|Peoplebuilding, Maylands Avenue,
Hemel Hampstead,
Herts,
HP2 4NW|NONE||No|No]",,01/01/2020,31/12/2024,"Restricted ",
"BHCC - 011811",Contract,"BRIGHTON & HOVE CITY COUNCIL",Awarded,2020-05-06T09:21:14Z,"BHCC Revenues and Benefits Remote Processing Services","Brighton & Hove City Council are looking to procure a full offsite Revenues and Benefits Processing Service, fully integrated with existing systems.",,,"South East","79400000 ","Procurement Team",procurement@brighton-hove.gov.uk,"Kings House,Grand Avenue",,HOVE,BN32LS,England,"01273 291949",,,,,01/05/2020,30/04/2022,23/03/2020,NO,,Yes,No,No,Services,10000,360000,30/04/2020,360000,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|2 Peoplebuilding Estate Maylands Avenue
HEMEL HEMPSTEAD
Hertfordshire
HP2 4NW
GB|COMPANIES_HOUSE|00968498|No|No]",,01/05/2020,30/04/2022,"CallOffFromFrameworkAgreement ",
HARBC001-DN474664-80655098,Contract,"Harrogate Borough Council",Awarded,2020-04-15T23:01:12Z,"Document Management System for Housing","Document Management System 'Information@Work' for Harrogate Bororugh Council. Annual Support and Maintenance.",,,"Yorkshire and the Humber","72000000 ","Jayne Kempen",procurement@harrogate.gov.uk,"Civic Centre","St Luke's Avenue",Harrogate,"HG1 2AE",England,"+44 1423500600",http://www.harrogate.gov.uk/,,,,01/04/2020,31/03/2025,04/03/2020,NO,,Yes,No,No,Services,60000,126285,18/03/2020,126285.7,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|HP2 4NW|NONE||No|No]","Northgate Public Services MAIN ACCOUNT",01/04/2020,31/03/2025,"DirectAward ",
"BBC CE 01137",Contract,"Bedford Borough Council",Awarded,2020-03-25T11:27:12Z,"NPS Software Suite (Citizen's Access)","NPS Local Government Software Suite - Revenues & Benefits S&M, Hosting and NHRB Software Suite.  

Including:

Software licences for NPS NHRB - Revenues & Benefits
Support and Maintenance Services
NPS Hosting of NPS Revenues & Benefits and Business Objects
Implementation and Professional Services",,,"East of England","48000000 ",,commercial.hub@bedford.gov.uk,"Borough Hall","Cauldwell Street",Bedford,"MK42 9AP",England,,,,,"This is a call-off from the Crown Commercial Service Data and Application Solutions framework (RM3821).",01/04/2020,31/03/2024,24/03/2020,NO,,No,No,No,Services,602500,,24/03/2020,602500,"[Northgate Public Services (UK) Limited|Peoplebuilding 2
Peoplebuilding Estate
Maylands Avenue
Hemel Hempstead
HP2 4NW|COMPANIES_HOUSE|968498|No|No]",,01/04/2020,31/03/2024,"CallOffFromFrameworkAgreement ",
I7561,Contract,"South Tyneside Council",Awarded,2020-03-24T14:52:31Z,"M3 Assure Software Licenses, Support & Maintenance Renewal","Award of contract",,,"North East","48000000 ","Angela Carroll",angela.carroll@southtyneside.gov.uk,"Town Hall, Westoe Road",,"South Shields",NE332RL,England,01914244077,,,,,01/04/2020,31/03/2023,13/03/2020,NO,,Yes,Yes,No,Services,111343,,24/03/2020,111343,"[NORTHGATE PUBLIC SERVICES (UK) LIMITED|2 Peoplebuilding Estate Maylands Avenue
HEMEL HEMPSTEAD
Hertfordshire
HP2 4NW
GB|COMPANIES_HOUSE|00968498|No|No]","Public Services Bid Management",01/04/2020,31/03/2023,"NegotiatedProcedureWithoutPriorPublicationOJEU ",
WLINDC001-DN453333-33447877,Contract,"West Lindsey District Council",Awarded,2020-03-23T12:25:30Z,"Support and Maintenance for the Revenues & Benefits system","Support and Maintenance for the Revenues & Benefits system",,,"East Midlands","48000000 ","Anna Grieve",anna.grieve@west-lindsey.gov.uk,Guildhall,"Marshall's Yard",Gainsborough,"DN21 2NA",England,"+44 1427676676",https://www.west-lindsey.gov.uk/,,,,01/01/2020,31/03/2025,30/11/2019,NO,,No,No,No,Services,80000,80000,01/12/2019,80000,"[Northgate Public Services Limited|2 Peoplebuilding Estate, Maylands avenue, Hemel Hempstead, HP2 4NW|NONE||No|No]","Evert Bandringa",01/01/2020,31/12/2025,"Other ",
LEEDSCITY001-DN461010-75629787,Contract,"Leeds City Council",Awarded,2020-01-30T09:49:37Z,"ITS190026 ICLipse EDRMS - Support & Maintenance","Award of a 1 year Support & Maintenance contract for ICLipse EDRMS, for the period 01/04/2020 to 31/03/2021.",,,"Yorkshire and the Humber","48100000 ",,its.procurement@leeds.gov.uk,"St George House","2nd Floor, 40 Great George Street",Leeds,"LS1 3DL",England,"+44 1133784357",http://www.leeds.gov.uk,,,,01/04/2020,31/03/2021,19/01/2020,NO,,No,No,No,Services,79000,79000,30/01/2020,78922,"[Northgate Public Services (UK)Ltd|Queens Court
Wilmslow Road
Alderley Edge
Cheshire
SK9 7RR
|NONE||No|No]",,01/04/2020,31/03/2021,"DirectAward ",
