Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,"Description of Goods 
(Purpose of expenditure look up)","Service/Department 
(SAP Hierarchy Position)","Expense Area 
(cost centre desc)","Net Order Value Over £5000.00 
(line item value shown here)",GL Code,Cost Centre/WBS
2017-12-19,ZZC283346,1,12544,Gerald Simonds Healthcare Ltd,311410,Healthcare Occupational Therapy Services ,,Services to People,"HTV YP Educ, Careers and Advice Service","5,275.00",400706,12878
2017-12-19,ZZC283346,2,12544,Gerald Simonds Healthcare Ltd,311410,Healthcare Occupational Therapy Services ,,Services to People,"HTV YP Educ, Careers and Advice Service","1,748.00",400706,12878
2017-12-19,ZZC283346,3,12544,Gerald Simonds Healthcare Ltd,311410,Healthcare Occupational Therapy Services ,,Services to People,"HTV YP Educ, Careers and Advice Service",421,400706,12878
2017-12-19,ZZC283346,4,12544,Gerald Simonds Healthcare Ltd,311410,Healthcare Occupational Therapy Services ,,Services to People,"HTV YP Educ, Careers and Advice Service",627,400706,12878
2017-12-19,ZZC283346,5,12544,Gerald Simonds Healthcare Ltd,311410,Healthcare Occupational Therapy Services ,,Services to People,"HTV YP Educ, Careers and Advice Service",129,400706,12878
2017-12-19,ZZC283346,6,12544,Gerald Simonds Healthcare Ltd,311410,Healthcare Occupational Therapy Services ,,Services to People,"HTV YP Educ, Careers and Advice Service","1,080.00",400706,12878
2017-12-19,ZZC283346,7,12544,Gerald Simonds Healthcare Ltd,311410,Healthcare Occupational Therapy Services ,,Services to People,"HTV YP Educ, Careers and Advice Service",94,400706,12878
2017-12-19,ZZC283346,8,12544,Gerald Simonds Healthcare Ltd,311410,Healthcare Occupational Therapy Services ,,Services to People,"HTV YP Educ, Careers and Advice Service",606,400706,12878
2017-12-19,ZZC283346,9,12544,Gerald Simonds Healthcare Ltd,311410,Healthcare Occupational Therapy Services ,,Services to People,"HTV YP Educ, Careers and Advice Service",395,400706,12878
2017-12-19,ZZC283346,10,12544,Gerald Simonds Healthcare Ltd,311410,Healthcare Occupational Therapy Services ,,Services to People,"HTV YP Educ, Careers and Advice Service",397,400706,12878
2017-12-19,ZZC283346,11,12544,Gerald Simonds Healthcare Ltd,311410,Healthcare Occupational Therapy Services ,,Services to People,"HTV YP Educ, Careers and Advice Service",113,400706,12878
2017-12-19,ZZC283346,12,12544,Gerald Simonds Healthcare Ltd,311410,Healthcare Occupational Therapy Services ,,Services to People,"HTV YP Educ, Careers and Advice Service",174,400706,12878
2017-12-19,ZZC283346,13,12544,Gerald Simonds Healthcare Ltd,311410,Healthcare Occupational Therapy Services ,,Services to People,"HTV YP Educ, Careers and Advice Service",39,400706,12878
2017-12-19,ZZC283346,14,12544,Gerald Simonds Healthcare Ltd,311410,Healthcare Occupational Therapy Services ,,Services to People,"HTV YP Educ, Careers and Advice Service",357,400706,12878
2017-12-19,ZZC283346,15,12544,Gerald Simonds Healthcare Ltd,311410,Healthcare Occupational Therapy Services ,,Services to People,"HTV YP Educ, Careers and Advice Service",40,400706,12878
2017-12-20,ZZC283358,1,12170,QUALITY PROTECTS CHILDREN LTD,261500,Human Resources Training & Conferences ,,Services to People,Lea-Sen Independent School Fees,"24,510.00",401024,10372
2017-12-20,ZZC283364,1,4083,Hulme Hall School,261500,Human Resources Training & Conferences ,,Services to People,Perip-Classroom Assistant - Learning Dif,"5,493.66",401024,10300
2017-10-02,ZZP279283,1,8475,Link Treasury Services Limited,999999,UNCLASSIFIED  ,,Corporate and Support Services (Tech),TM Interest Payable,"21,650.00",601401,10969
2017-10-02,ZZP279312,1,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Brown Wheelie Bins,"6,590.50",400401,10863
2017-10-02,ZZP279312,2,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Blue Wheelie Bins,"6,590.50",400401,10862
2017-10-02,ZZP279318,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,"Our Lady & Christopher's Church, On Site","10,782.23",200304,C.01048.203
2017-10-03,ZZP279343,1,4272,Civica UK Ltd,261400,Human Resources Temporary & Agency Staff ,,Corporate and Support Services,Digital by Design Technical,"95,155.00",100290,11078
2017-10-03,ZZP279343,2,4272,Civica UK Ltd,261400,Human Resources Temporary & Agency Staff ,,Corporate and Support Services,Digital by Design Technical,"10,750.00",100290,11078
2017-10-05,ZZP279484,1,12342,HiveMind Network Limited,270000,Information Communication Technology  ,,Corporate and Support Services,IT Head of Service,"30,000.00",402004,11073
2017-10-05,ZZP279485,1,12341,HARTBRIGHTS LTD,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,Bridgefield - Light Cinema Incentive,"65,700.00",201205,C.10897.001
2017-10-05,ZZP279521,1,12342,HiveMind Network Limited,270000,Information Communication Technology  ,,Corporate and Support Services,IT Head of Service,"10,000.00",402004,11073
2017-10-05,ZZP279528,1,8010,GROUNDWORK & LEISURE SERVIC,240000,Horticultural  ,,Services to Place,SPECIAL PROJECT 1,"8,175.00",202032,11267
2017-10-05,ZZP279532,1,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,420,202035,11280
2017-10-05,ZZP279532,2,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,350,202035,11280
2017-10-05,ZZP279532,3,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,160,202035,11280
2017-10-05,ZZP279532,4,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,"1,100.00",202035,11280
2017-10-05,ZZP279532,5,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,"2,250.00",202035,11280
2017-10-05,ZZP279532,6,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,200,202035,11280
2017-10-05,ZZP279532,7,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,100,202035,11280
2017-10-05,ZZP279532,8,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,990,202035,11280
2017-10-05,ZZP279532,9,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,10,202035,11280
2017-10-05,ZZP279532,10,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,"1,320.00",202035,11280
2017-10-06,ZZP279615,1,12341,HARTBRIGHTS LTD,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,Bridgefield - Light Cinema Incentive,"65,700.00",201205,C.10897.001
2017-10-06,ZZP279641,1,8106,Tarmac Building Products Ltd,390000,Supplies and services,,Capital Expenditure,5090 Hemphaw Lane Lidl S278 - On Site,"46,401.77",401600,C.01141.203
2017-10-10,ZZP279750,1,371,EXTERION MEDIA (UK ) LTD,190000,Facilities & Management Services  ,,Corporate and Support Services,Bridgefield IE,"6,780.00",401803,12062
2017-10-10,ZZP279751,1,1007,JCDecaux UK Ltd,190000,Facilities & Management Services  ,,Corporate and Support Services,Bridgefield IE,"7,740.26",401803,12062
2017-10-10,ZZP279755,1,12343,Land Use Consultants Ltd,260000,Human Resources  ,,Services to Place,Local Plan Project,"35,845.20",102020,12936
2017-10-10,ZZP279766,1,12222,Storm Enviromental Ltd,182020,Environmental Services Waste Management,,Services to Place,Bulk Containers,"3,058.20",400401,10883
2017-10-10,ZZP279766,2,12222,Storm Enviromental Ltd,182020,Environmental Services Waste Management,,Services to Place,Bulk Containers,"3,058.20",400401,10883
2017-10-10,ZZP279780,1,7670,Wilds Of Oldham,110000,Catering  ,,Corporate and Support Services,Town Hall Events,"10,000.00",402202,11375
2017-10-11,ZZP279843,1,9543,Carillion (AMBS) Ltd,150000,Consultancy   ,,Services to Place,Town Centre Development Team,"11,628.00",401007,10072
2017-10-11,ZZP279878,1,2025,BT Plc (Openreach),390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,"Stockport Sports Village, Woodley - On Site","8,554.13",200304,C.00926.203
2017-10-12,ZZP279908,1,10007,KPMG LLP ADVISORY,150000,Consultancy   ,,Corporate and Support Services,Corporate Policy,"199,420.00",401007,12642
2017-10-13,ZZP279947,1,1953,Newsco Insider Ltd,290000,Arts & Leisure Services  ,,Services to Place,Economic Development,"5,355.00",401801,10103
2017-10-13,ZZP279948,1,9957,Marketing Stockport,190000,Facilities & Management Services  ,,Services to Place,Economic Development,"9,200.00",400700,10103
2017-10-13,ZZP279952,1,1117,OLM Systems Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,IT Systems,"199,176.44",402002,12503
2017-10-13,ZZP279952,2,1117,OLM Systems Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,IT Systems,"3,600.00",402002,12503
2017-10-13,ZZP279968,1,1872,Marketing Manchester,261500,Human Resources Training & Conferences ,,Services to Place,Town Centre Development Team,"12,000.00",402201,10072
2017-10-13,ZZP279979,1,1900,Broxap Ltd,350000,Street & Traffic Management  ,,Services to Place,Public Realm Inspection,"16,320.00",201202,10879
2017-10-13,ZZP279988,1,12200,Cadent Gas Limited,230000,Highway Equipment & Materials    ,,Capital Expenditure,STCAP 303 King St West (Gradwell Street to R. Mers,"11,041.83",202055,C.00983.202
2017-10-13,ZZP279989,1,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Brown Wheelie Bins,"13,181.00",400401,10863
2017-10-13,ZZP279989,2,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Blue Wheelie Bins,"13,181.00",400401,10862
2017-10-13,ZZP280006,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Services to Place,Highway Structures - Routine and Reactive Maintena,"10,124.61",401600,11975
2017-10-16,ZZP280047,1,814,United Utilities/Diversiona,390000,Supplies and services,,Capital Expenditure,Main Contractor DD - On Site,"240,130.91",401600,C.00880.203
2017-10-16,ZZP280054,1,757,Transport for Greater Manchest,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,HIP Carriageways - On Site,"5,220.00",200304,C.00710.203
2017-10-17,ZZP280092,1,1648,KPR Midlink Ltd,181800,Environmental Services Technical Equipment ,,Services to Place,Market General,"7,913.00",400110,10906
2017-10-17,ZZP280098,1,5915,Atkins Global,150000,Consultancy   ,,Capital Expenditure,1223 District Centre - Marple Centre Transport Stu,"27,290.00",401007,C.01105.201
2017-10-18,ZZP280175,1,9862,Jacobs Consulting Engineers,150000,Consultancy   ,,Capital Expenditure,C6 Cheadle Hotspot Res. Phase 3,"5,666.00",401007,C.01088.201
2017-10-18,ZZP280176,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Capital Expenditure,STCAP 402 Knightsbridge and Great Portwood St - De,"64,279.75",401007,C.00987.202
2017-10-18,ZZP280177,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Services to Place,Design Framework Staff,"13,225.00",401020,11965
2017-10-18,ZZP280179,1,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Black Wheelie Bins,"10,850.00",400401,10864
2017-10-18,ZZP280179,2,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Green Wheelie Bins,"13,405.00",400401,10861
2017-10-18,ZZP280202,1,12379,Geoffrey Osborne Ltd,390000,Supplies and services,,Capital Expenditure,5078 Astley St/Swaine St - TFGM Mersey Bridge - On,"596,388.06",401600,C.01121.203
2017-10-19,ZZP280222,1,3529,Totally Local Company Ltd,230000,Highway Equipment & Materials    ,,Capital Expenditure,5063B Buckingham Rd Imp. (Bellway) - Feasibility,"113,795.04",202054,C.01119.201
2017-10-19,ZZP280224,1,12344,Graham Construction Ltd,390000,Supplies and services,,Capital Expenditure,STCAP 801 Travis Brow/ A6 Link and George’s Rd - O,"158,185.25",401600,C.00996.203
2017-10-19,ZZP280225,1,5915,Atkins Global,150000,Consultancy   ,,Services to Place,Highways-Network Management,"48,000.00",401007,11968
2017-10-19,ZZP280227,1,5915,Atkins Global,150000,Consultancy   ,,Services to Place,Highways-Network Management,"37,200.00",401007,11968
2017-10-19,ZZP280228,1,5915,Atkins Global,150000,Consultancy   ,,Services to Place,Highways-Network Management,"42,000.00",401007,11968
2017-10-19,ZZP280229,1,683,AECOM Limited,150000,Consultancy   ,,Capital Expenditure,Principal Inspections - Feasibility,0,401007,C.00717.201
2017-10-19,ZZP280229,1,683,AECOM Limited,391200,"Works - Construction, Repair & Maintenance Engineering ",,Services to Place,ECS-Buildings Team,"35,487.40",401032,11961
2017-10-19,ZZP280231,1,5915,Atkins Global,150000,Consultancy   ,,Services to Place,Highways-Network Management,"51,350.00",401007,11968
2017-10-19,ZZP280232,1,6748,GEORGE COX & SONS LTD,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,Flood Event 07/16 - ProW - Construction,"217,188.02",200304,C.01108.203
2017-10-19,ZZP280302,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Capital Expenditure,1011 A6MARR CMM - Stepping Hill - Feasibility,"9,293.70",401007,C.01017.201
2017-10-20,ZZP280342,1,6672,Keep Britain  Tidy,190000,Facilities & Management Services  ,,Services to Place,Operational Support,"6,600.00",401802,10924
2017-10-23,ZZP280362,1,4272,Civica UK Ltd,390000,Supplies and services,,Corporate and Support Services,Bentax,"25,000.00",401600,11139
2017-10-23,ZZP280377,1,10216,Cromwell Polythene Limited,182020,Environmental Services Waste Management,,Services to Place,"Household Sacks,Kerbside boxes & bags","9,263.80",400401,10868
2017-10-23,ZZP280403,1,10615,Mosaic Hospitality Limited,110000,Catering  ,,Corporate and Support Services,Town Hall Events,"15,011.00",400420,11375
2017-10-23,ZZP280410,1,10349,InterWorks Europe Limited,270000,Information Communication Technology  ,,Corporate and Support Services,Business Intelligence,"30,345.00",402010,11872
2017-10-23,ZZP280410,2,10349,InterWorks Europe Limited,270000,Information Communication Technology  ,,Corporate and Support Services,Business Intelligence,"1,515.00",402010,11872
2017-10-24,ZZP280431,1,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,"3,210.00",401600,11281
2017-10-24,ZZP280431,2,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,630,401600,11281
2017-10-24,ZZP280431,3,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,230,401600,11281
2017-10-24,ZZP280431,4,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,"1,825.00",401600,11281
2017-10-24,ZZP280431,5,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,"2,345.00",401600,11281
2017-10-24,ZZP280431,6,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,"3,600.00",401600,11281
2017-10-24,ZZP280431,7,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,470,401600,11281
2017-10-24,ZZP280431,8,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,"2,150.00",401600,11281
2017-10-24,ZZP280431,9,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,885,401600,11281
2017-10-24,ZZP280431,10,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,660,401600,11281
2017-10-25,ZZP280495,1,9862,Jacobs Consulting Engineers,150000,Consultancy   ,,Services to Place,ECS-Buildings Team,"6,570.00",401007,11961
2017-10-26,ZZP280550,1,5687,BOTTOMLINE TECHNOLOGIES,270000,Information Communication Technology  ,,Corporate and Support Services,IT Systems,"8,411.04",402001,12503
2017-10-26,ZZP280607,1,12193,Greater Manchester Combined Au,390000,Supplies and services,,Capital Expenditure,5090 Hemphaw Lane Lidl S278 - On Site,"7,000.00",401600,C.01141.203
2017-10-27,ZZP280614,1,8106,Tarmac Building Products Ltd,230000,Highway Equipment & Materials    ,,Capital Expenditure,5063B Buckingham Rd Imp. (Bellway) - Feasibility,"41,860.00",202054,C.01119.201
2017-10-27,ZZP280616,1,3188,Northgate Public Services,270000,Information Communication Technology  ,,Corporate and Support Services,IT Systems,"12,020.00",402002,12503
2017-10-27,ZZP280618,1,10203,PINSENT MASONS LLP,280000,Legal Services  ,,Capital Expenditure,Gorsey Bank,"150,510.00",401016,C.10905
2017-10-30,ZZP280688,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,"45,580.00",401020,12866
2017-10-30,ZZP280690,1,223,Groundwork Landscapes Ltd,240000,Horticultural  ,,Capital Expenditure,Schemes In Parks,"85,448.71",202032,C.10775
2017-10-30,ZZP280717,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,1906 Mill Lane Cemetery Infrastructure Works 2017/,"4,300.00",200304,C.01163.203
2017-10-30,ZZP280717,2,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,1906 Mill Lane Cemetery Infrastructure Works 2017/,"5,170.00",200304,C.01163.203
2017-10-30,ZZP280732,1,8791,Lightspeed Systems(Europe) Ltd,181800,Environmental Services Technical Equipment ,,Corporate and Support Services,I&C Schools Email & Internet,"7,695.00",400110,11418
2017-10-30,ZZP280733,1,8791,Lightspeed Systems(Europe) Ltd,181800,Environmental Services Technical Equipment ,,Corporate and Support Services,I&C Schools Email & Internet,"50,000.00",400110,11418
2017-10-31,ZZP280782,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Gorsey Bank Investment Estate,"13,698.00",401020,12859
2017-10-31,ZZP280801,1,12401,NSL Ltd,200000,Financial Services  ,,Services to Place,Car Parks Administration,"96,982.00",400702,10005
2017-10-31,ZZP280818,1,4463,Reach Publishing Serv (MEN),190000,Facilities & Management Services  ,,Corporate and Support Services,Bridgefield IE,"5,304.00",401803,12062
2017-10-31,ZZP280829,1,865,Bethell Construction Ltd,390000,Supplies and services,,Capital Expenditure,STCAP 502 M60 Junction 1 Improvements - On Site,"99,300.00",401600,C.00988.203
2017-11-01,ZZP280882,1,544,Phoenix Software Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Corporate and Support Services,DbD – Phase 2,"28,661.50",401017,12961
2017-11-01,ZZP280886,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Services to Place,Highway Structures - Routine and Reactive Maintena,"6,154.71",401600,11975
2017-11-02,ZZP280903,1,10796,Eamonn Murphy,290000,Arts & Leisure Services  ,,Services to Place,Market General,"7,627.00",401801,10906
2017-11-02,ZZP280905,1,10855,Bloom Procurement Services,150000,Consultancy   ,,Corporate and Support Services,Office of the Chief Executive,"98,400.00",401020,11112
2017-11-02,ZZP280933,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Capital Expenditure,STCAP 303 King St West (Gradwell Street to R. Mers,"13,195.50",401007,C.00983.202
2017-11-02,ZZP280955,1,12193,Greater Manchester Combined Au,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,HIP Carriageways - On Site,"4,622.36",200304,C.00710.203
2017-11-02,ZZP280955,2,12193,Greater Manchester Combined Au,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,HIP Carriageways - On Site,"1,705.02",200304,C.00710.203
2017-11-03,ZZP280970,1,223,Groundwork Landscapes Ltd,240000,Horticultural  ,,Capital Expenditure,Schemes In Parks,"117,977.20",202032,C.10775
2017-11-03,ZZP281001,1,1342,UK Container Maintenance Ltd,182020,Environmental Services Waste Management,,Services to Place,Bulk Containers,"2,444.70",400401,10883
2017-11-03,ZZP281001,2,1342,UK Container Maintenance Ltd,182020,Environmental Services Waste Management,,Services to Place,Bulk Containers,"2,444.70",400401,10883
2017-11-03,ZZP281001,3,1342,UK Container Maintenance Ltd,182020,Environmental Services Waste Management,,Services to Place,Bulk Containers,"2,244.80",400401,10883
2017-11-03,ZZP281011,1,6918,CYBER MEDIA SOLUTIONS,390000,"Works - Construction, Repair & Maintenance  ",,Corporate and Support Services,IT Systems,"12,000.00",401017,12503
2017-11-04,ZZP281021,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,0255D CCAG2 - Demmings Rd Works - On Site,"68,597.21",200304,C.01183.203
2017-11-04,ZZP281022,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,0255D CCAG2 - Demmings Rd Works - On Site,"16,611.08",200304,C.01183.203
2017-11-04,ZZP281023,1,12193,Greater Manchester Combined Au,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,0255D CCAG2 - Demmings Rd Works - On Site,"19,100.00",200304,C.01183.203
2017-11-04,ZZP281025,1,5915,Atkins Global,390000,Supplies and services,,Capital Expenditure,SEMMMS Prep Costs - On Site,"5,542.00",401600,C.00718.203
2017-11-06,ZZP281062,1,4272,Civica UK Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,Bentax,"6,241.07",402010,11139
2017-11-06,ZZP281088,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Capital Expenditure,1012D A6MARR CMM - Marple - Windlehurst Rd Traffic,"15,500.00",401600,C.01129.203
2017-11-06,ZZP281093,1,11138,Security Plus Limited,200000,Financial Services  ,,Corporate and Support Services,U-Misc Finance-Corporate Management,"26,500.00",400702,10971
2017-11-07,ZZP281100,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,0255B CCAG2 - Ladybridge Road To Demmings Rd Pathw,"324,979.36",200304,C.01181.203
2017-11-07,ZZP281163,1,11661,Redeeming Our Communities (Res,150000,Consultancy   ,,Services to Place,Safer Partnerships,"8,821.25",401020,11088
2017-11-07,ZZP281164,1,12428,4 Seasons Garden Maintenance L,240000,Horticultural  ,,Services to Place,SPECIAL PROJECT 1,"34,451.89",202033,11267
2017-11-08,ZZP281202,1,4625,SAP (UK) Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,IT Systems,"68,699.00",402002,12503
2017-11-08,ZZP281257,1,10487,City Dressing,190000,Facilities & Management Services  ,,Services to Place,Bridgefield Consultancy Budget,"9,278.40",401800,12640
2017-11-10,ZZP281399,1,3750,TheNational Trust(Enterprises),150000,Consultancy   ,,Services to Place,U-Lyme Park & Hall,"418,084.00",401007,11379
2017-11-10,ZZP281438,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,0257D Goyt Valley Links - Otterspool Lane - On Sit,"14,106.00",200304,C.01125.203
2017-11-13,ZZP281502,1,10857,Foodsync CIC,390000,Supplies and services,,Services to Place,Business Start Up,"39,800.00",401600,10877
2017-11-13,ZZP281507,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Capital Expenditure,STCAP 502 M60 Junction 1 Improvements - Design,"27,986.00",401007,C.00988.202
2017-11-13,ZZP281508,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Capital Expenditure,STCAP 303 King St West (Gradwell Street to R. Mers,"24,227.50",401007,C.00983.202
2017-11-13,ZZP281510,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Capital Expenditure,Principal Inspections - Feasibility,"6,264.30",401007,C.00717.201
2017-11-14,ZZP281512,1,9315,Carillion Morgan Sindall JV,390000,Supplies and services,,Capital Expenditure,Main Contractor DD - Design,"14,824,085.62",401600,C.00880.202
2017-11-14,ZZP281521,1,4625,SAP (UK) Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,IT Systems,"26,963.00",402002,12503
2017-11-14,ZZP281522,1,4625,SAP (UK) Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,IT Systems,"88,904.00",402002,12503
2017-11-14,ZZP281576,1,8249,Creative Concern Ltd,150000,Consultancy   ,,Services to Place,Investing in Growth,"20,240.00",401007,10102
2017-11-14,ZZP281578,1,8249,Creative Concern Ltd,150000,Consultancy   ,,Services to Place,Investing in Growth,"9,550.00",401007,10102
2017-11-15,ZZP281590,1,12445,Barbour Logic Ltd,270000,Information Communication Technology  ,,Services to Place,Car Parks Administration,"8,750.00",402001,10005
2017-11-15,ZZP281651,1,683,AECOM Limited,391200,"Works - Construction, Repair & Maintenance Engineering ",,Services to Place,Highways – Cycle Training,0,401032,11962
2017-11-15,ZZP281651,1,683,AECOM Limited,391200,"Works - Construction, Repair & Maintenance Engineering ",,Services to Place,ECS-Buildings Team,"35,487.40",401032,11961
2017-11-15,ZZP281653,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,0257D Goyt Valley Links - Otterspool Lane - On Sit,"163,000.00",200304,C.01125.203
2017-11-15,ZZP281654,1,8759,VAISALA  LTD,181800,Environmental Services Technical Equipment ,,Services to Place,Gritting,"13,752.00",400110,12033
2017-11-15,ZZP281655,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Services to Place,Design & Improvement Team,"31,600.00",401020,11960
2017-11-15,ZZP281656,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Services to Place,Network Assets Staff,"30,360.00",401007,11959
2017-11-15,ZZP281657,1,5915,Atkins Global,150000,Consultancy   ,,Capital Expenditure,ST048 GD3 Business Case - Merseyway Refurbishment,"6,680.00",401007,C.01179.100
2017-11-15,ZZP281658,1,8106,Tarmac Building Products Ltd,390000,Supplies and services,,Capital Expenditure,STCAP St Marys Way/New Bridge Lane - On Site,"244,622.70",401600,C.00932.203
2017-11-15,ZZP281659,1,8106,Tarmac Building Products Ltd,390000,Supplies and services,,Capital Expenditure,STCAP St Marys Way/Hall Street - On Site,"178,926.26",401600,C.00933.203
2017-11-15,ZZP281661,1,12193,Greater Manchester Combined Au,390000,Supplies and services,,Capital Expenditure,STCAP 303 King St West (Gradwell Street to R. Mers,"60,000.00",401600,C.00983.203
2017-11-16,ZZP281667,1,11058,Stockport Town Centre Business,290000,Arts & Leisure Services  ,,Services to Place,Borough Festive Lights,"15,000.00",401801,12654
2017-11-16,ZZP281737,1,6748,GEORGE COX & SONS LTD,150000,Consultancy   ,,Capital Expenditure,1012F A6MARR CMM - Marple - Quiet Lanes - On Site,"72,117.51",401007,C.01131.203
2017-11-17,ZZP281753,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,"6,480.00",401020,12866
2017-11-17,ZZP281753,2,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,"6,000.00",401020,12866
2017-11-17,ZZP281753,3,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,"3,600.00",401020,12866
2017-11-17,ZZP281753,4,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,"6,000.00",401020,12866
2017-11-17,ZZP281753,5,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,"3,600.00",401020,12866
2017-11-17,ZZP281757,1,6342,GREATER MANCHESTER POLICE AUTH,999999,Fees and Charges,,Services to Place,Safer Partnerships,"12,428.00",401035,11088
2017-11-17,ZZP281771,1,6672,Keep Britain  Tidy,190000,Facilities & Management Services  ,,Services to Place,Operational Support,"97,334.93",401802,10924
2017-11-20,ZZP281824,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Services to Place,SPECIAL PROJECT 9,"16,429.32",401600,11275
